model,magnitude,summary_level,n,n_qkeys,mean_difference_delta_target,ci95_difference_delta_target,p_two_sided_delta_target,contrastive_better_rate_delta_target,mean_difference_delta_others,ci95_difference_delta_others,p_two_sided_delta_others,mean_difference_delta_specificity,ci95_difference_delta_specificity,p_two_sided_delta_specificity,contrastive_better_rate_delta_specificity,mean_difference_delta_nearest,ci95_difference_delta_nearest,p_two_sided_delta_nearest,contrastive_better_rate_delta_nearest,attribute,model_class
qwen,10.0,attribute,964,482,-0.008775746182641984,0.006854973672220632,1.3932288267562848e-22,0.8340248962655602,-0.006229640349889704,0.009134713793321196,1.379797861229433e-22,-0.002546105832752283,0.005212065405701767,0.49642056551873104,0.2883817427385892,-0.005186721991701245,0.010565197547572262,0.31731050786291415,0.02074688796680498,age,
qwen,12.0,attribute,964,482,-0.010776648162838676,0.007892264846185645,2.640949687624605e-20,0.8132780082987552,-0.008397004108926081,0.009251168134542897,1.4476167972943364e-18,-0.002379644053912602,0.005197453757193306,0.3576665925372263,0.27385892116182575,-0.002074688796680498,0.012539277009887545,0.7236736098317631,0.03112033195020747,age,
qwen,14.0,attribute,964,482,-0.019584538720702503,0.00911256499742677,2.256876981795132e-18,0.7863070539419087,-0.017598087559471634,0.009261883339656262,8.183224944494956e-17,-0.0019864511612308687,0.0058244461281012,0.64216159562129,0.31742738589211617,-0.0031120331950207467,0.015356995922347362,0.6473147843885203,0.04149377593360996,age,
qwen,16.0,attribute,964,482,-0.03273144982031691,0.010596960363949913,9.709144713382747e-21,0.7883817427385892,-0.03091292668081317,0.011179318374307886,1.254157450579771e-19,-0.0018185231395037337,0.007662629346273113,0.06341320160775332,0.3879668049792531,0.006224066390041493,0.01772982627990494,0.4648551869430949,0.06846473029045644,age,
qwen,18.0,attribute,964,482,-0.04046912505474618,0.013007241583909387,1.5388182763811078e-18,0.7676348547717843,-0.03657786655505377,0.013325886511021233,5.632075550263237e-17,-0.0038912584996924084,0.00872676992246278,0.16149494082612892,0.3983402489626556,0.006224066390041493,0.0192945895468641,0.5023349543605021,0.08921161825726141,age,
qwen,20.0,attribute,964,482,-0.04058758023169263,0.015526487997550811,8.226851076803978e-12,0.6950207468879668,-0.03549905238399032,0.01608114585043351,1.4185475167515034e-10,-0.005088527847702302,0.00930512038961414,0.008831297777361052,0.483402489626556,0.01867219917012448,0.022621733456711254,0.09467071984550875,0.13900414937759337,age,
qwen,0.0,attribute,1458,486,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,education,
qwen,2.0,attribute,1458,486,-0.0007491905330055149,0.0020610705491122504,1.020207689384856e-17,0.691358024691358,-0.0008897877540244331,0.0020884334171197964,2.613539188884098e-18,0.0001405972210189179,0.0010889398127732714,0.4323544649983908,0.31069958847736623,0.0013717421124828531,0.005378612884279114,0.5929800980174267,0.01646090534979424,education,
qwen,4.0,attribute,1458,486,-0.0008044854554551304,0.003128348058154778,5.653982661488031e-25,0.8106995884773662,-0.0012454421894850672,0.003159819705025727,3.7829508978652154e-26,0.0004409567340299364,0.0015075618494252482,0.9127141156655728,0.3395061728395062,0.0006858710562414266,0.006987533441461405,0.8185458083820434,0.0205761316872428,education,
qwen,6.0,attribute,1458,486,-0.00019773428942567692,0.005133507088099848,5.730832343059589e-23,0.8333333333333334,-0.0008553118201916525,0.004841923385376692,5.443751977974481e-24,0.0006575775307659759,0.0019741278578878016,0.31821953326440644,0.3559670781893004,0.0006858710562414266,0.0077250267184913015,0.8414805811217939,0.024691358024691357,education,
qwen,8.0,attribute,1458,486,-0.005233553812748222,0.006531159342604473,2.303060751320468e-18,0.8127572016460906,-0.0038908751928741045,0.00639162226730592,1.4142949312318589e-18,-0.0013426786198741175,0.002151515295001574,0.2777277664229255,0.4218106995884774,0.0013717421124828531,0.008714811421807871,0.7456027889274615,0.0411522633744856,education,
qwen,10.0,attribute,1458,486,-0.010783923221622724,0.007902808431875404,3.265716931171012e-15,0.7921810699588477,-0.010295035299218186,0.008056279115591473,1.6110961175961825e-15,-0.0004888879224045362,0.0026572428423566143,0.2574874030433677,0.4444444444444444,-0.004801097393689987,0.01083906719628543,0.33628879040286896,0.047325102880658436,education,
qwen,12.0,attribute,1458,486,-0.022791525305243213,0.008855976184395901,5.263641672986789e-19,0.8004115226337448,-0.02466119600806673,0.008788538485704336,1.5716119348454787e-22,0.0018696707028235202,0.0033888746276081994,0.16324930728469533,0.4012345679012346,-0.006858710562414266,0.012610129867232006,0.2252529063606531,0.05761316872427984,education,
qwen,14.0,attribute,1458,486,-0.04385333027478287,0.011047612358053677,1.6590331215494697e-22,0.7942386831275721,-0.04348581692334988,0.010346915898170456,6.11424507026463e-24,-0.0003675133514329954,0.004325502350087567,0.6348147990579744,0.41975308641975306,-0.0054869684499314125,0.014228903120136173,0.42435466127860144,0.08024691358024691,education,
qwen,16.0,attribute,1458,486,-0.07089565892931031,0.013581227419471806,1.0965867309096203e-27,0.7860082304526749,-0.06284787953694397,0.012651355609158754,1.2787277141668688e-25,-0.00804777939236634,0.005409356741393932,0.006108929470039235,0.48559670781893005,0.019890260631001373,0.017138449979149754,0.014197737293118207,0.14609053497942387,education,
qwen,18.0,attribute,1458,486,-0.08855667593991907,0.016555775339699645,1.7802433960421725e-24,0.7304526748971193,-0.07200782922913906,0.015589024717598137,7.329939741024802e-19,-0.016548846710780024,0.006402744755549491,1.2928493547892785e-08,0.5781893004115226,0.04938271604938271,0.02032534069107855,4.112526635912624e-07,0.23251028806584362,education,
qwen,20.0,attribute,1458,486,-0.07489210490377987,0.018501887174779776,1.0523000771028522e-13,0.6707818930041153,-0.05447577760669018,0.017466460873966395,1.9431697979269237e-08,-0.020416327297089684,0.007361970725264736,1.0124847765553302e-09,0.6131687242798354,0.05384087791495199,0.02413188852354189,4.520273840001391e-06,0.3065843621399177,education,
qwen,0.0,attribute,972,486,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,socioeco,
qwen,2.0,attribute,972,486,0.00014623950792327554,0.0015457354123094016,0.7190565190996145,0.4506172839506173,6.12653155837767e-05,0.0018072015689450667,0.3271971121664985,8.49741923394995e-05,0.0011310979350056872,0.049906260145427,0.19753086419753085,-0.00205761316872428,0.005704880969572122,0.15729920705028502,0.0,socioeco,
qwen,4.0,attribute,972,486,-0.0019914478204390578,0.0029484267691370757,2.8086511652912553e-06,0.5699588477366255,-0.002098346113072828,0.002930634319159859,1.0800543313008844e-06,0.00010689829263377103,0.0017524854694171282,0.7584135958265398,0.2345679012345679,-0.00205761316872428,0.0069876230166456355,0.47950012218695337,0.006172839506172839,socioeco,
qwen,6.0,attribute,972,486,-0.00021547130721648317,0.0037320297065446804,9.723332150168128e-08,0.6234567901234568,-0.0019978515943876213,0.0037614020712309505,4.47103728823461e-10,0.0017823802871711379,0.002609475256869272,0.05407723132559624,0.2345679012345679,0.00102880658436214,0.009675368808708921,0.8185458083820434,0.01646090534979424,socioeco,
qwen,8.0,attribute,972,486,-0.001153703818682649,0.006060325185766889,2.553008132515361e-13,0.7037037037037037,-0.0007671804983954837,0.005948488333275489,2.0750775242778818e-13,-0.0003865233202871681,0.0030472717080487735,0.4495790271508946,0.28600823045267487,0.0,0.009462909013708913,1.0,0.012345679012345678,socioeco,
qwen,10.0,attribute,972,486,-0.0042773868268304585,0.006671487526944924,7.193077561393737e-16,0.7633744855967078,-0.0036712567082350083,0.006983136933966626,4.924571340707149e-15,-0.0006061301185954512,0.0035839312316822995,0.2924510949553767,0.3004115226337449,-0.006172839506172839,0.011406091198792788,0.22067136191984682,0.01646090534979424,socioeco,
qwen,12.0,attribute,972,486,-0.007376633766919983,0.00785201893918162,3.4623170153953003e-18,0.8004115226337448,-0.007286486647775155,0.008423081627271437,3.94060558229582e-17,-9.014711914482902e-05,0.003997766251688282,0.6463316861117104,0.25925925925925924,-0.00205761316872428,0.013074247187353795,0.7054569861112734,0.024691358024691357,socioeco,
qwen,14.0,attribute,972,486,-0.012702725780035217,0.00985548877150734,2.356425706730178e-16,0.7942386831275721,-0.011855622984523763,0.010158272120900595,1.1032924897142087e-15,-0.000847102795511458,0.005211220712449787,0.9797380256172452,0.29835390946502055,-0.00102880658436214,0.014687471725174836,0.8727801237939118,0.03909465020576132,socioeco,
qwen,16.0,attribute,972,486,-0.01573966622252019,0.011061489266532573,1.9306610094305232e-14,0.7757201646090535,-0.01566549458926979,0.01147702401701043,1.9908172465180898e-16,-7.417163325039599e-05,0.006589368569248599,0.9303380678108241,0.32098765432098764,-0.0051440329218107,0.01770052472852455,0.5001842570707944,0.051440329218107,socioeco,
qwen,18.0,attribute,972,486,-0.0266389478343453,0.0117854568571822,2.823452541159101e-17,0.7942386831275721,-0.02509194635890585,0.011963370278247057,1.3520684499221384e-18,-0.0015470014754394466,0.006907327642111393,0.24470019305101864,0.32098765432098764,-0.00565843621399177,0.01873330952529745,0.46235386798995803,0.06378600823045268,socioeco,
qwen,20.0,attribute,972,486,-0.04123028700601881,0.01166353748219749,1.7019470883518767e-25,0.8189300411522634,-0.03890869330775282,0.01221621885745027,5.10339049518979e-27,-0.0023215936982659896,0.006980538724661724,0.3912022592920512,0.31069958847736623,-0.00360082304526749,0.018951328871848926,0.6372497395091958,0.06790123456790123,socioeco,
llama,0.0,attribute,968,484,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,gender,
llama,2.0,attribute,968,484,0.017376303613671318,0.011748808444866985,0.011467604634629095,0.44834710743801653,0.011234420748484505,0.011392543606868462,0.05267394666943754,0.006141882865186807,0.0046835006500315956,0.002603392630135717,0.36983471074380164,-0.023760330578512397,0.020901870532486797,0.02483847828654212,0.07644628099173553,gender,
llama,4.0,attribute,968,484,-0.04142145179942682,0.016914543460464386,8.569658575834795e-06,0.5557851239669421,-0.04559436319332326,0.017161698807006385,1.0863954461503307e-06,0.004172911393896433,0.00658276592228406,0.1571218941269225,0.4090909090909091,-0.010330578512396695,0.024636805167503977,0.4084845658680325,0.128099173553719,gender,
llama,6.0,attribute,968,484,-0.06785548905830228,0.028252779715862056,1.0021128344027837e-06,0.5847107438016529,-0.046761066147911944,0.028667236916956235,0.0005492850118160885,-0.02109442291039034,0.010705773030477391,2.5646490452110715e-08,0.5392561983471075,0.0743801652892562,0.034891802033294166,0.00010410853589839355,0.3305785123966942,gender,
llama,8.0,attribute,968,484,0.016525712007759555,0.028945220484382823,0.03923937758448912,0.4297520661157025,0.04516693117601009,0.030122374834820744,1.2524378735665728e-05,-0.02864121916825053,0.011934905264270547,1.0292862824860887e-10,0.5805785123966942,0.11053719008264463,0.03641852635726278,3.367218811606251e-07,0.3760330578512397,gender,
llama,10.0,attribute,968,484,0.0637548316499596,0.022594972240724914,3.853759161060536e-14,0.3512396694214876,0.08024642228552305,0.02353865395663986,2.0180730844074033e-19,-0.01649159063556346,0.009760400459918694,2.653087068532645e-08,0.5661157024793388,0.06818181818181818,0.031220292142819357,9.404977817335198e-05,0.2768595041322314,gender,
llama,12.0,attribute,968,484,0.07574339022845655,0.015684781544126742,3.1929897927268e-26,0.29338842975206614,0.07784716256362095,0.016371716580830878,4.748386388579864e-25,-0.0021037723351644,0.007114595807085161,0.169039708125724,0.47107438016528924,0.024793388429752067,0.025737335991976838,0.06159520130162039,0.1756198347107438,gender,
llama,14.0,attribute,968,484,0.0633961995597506,0.011960773458785132,2.7769936016324037e-22,0.30785123966942146,0.056453141104968144,0.01239677382437364,1.3273412890462527e-17,0.0069430584547824385,0.005703804663221143,0.010882990568124211,0.39462809917355374,0.0010330578512396695,0.02570494626580753,0.9337791714543803,0.1487603305785124,gender,
llama,16.0,attribute,968,484,0.05279566505870656,0.010962739267800599,9.545851794592961e-18,0.3305785123966942,0.041367650215616926,0.010927933211075705,3.0591644121239367e-12,0.011428014843089631,0.005450320572629941,1.988205436732631e-06,0.378099173553719,-0.01962809917355372,0.025514895947429467,0.12677705555798582,0.13636363636363635,gender,
llama,18.0,attribute,968,484,0.050382140459091417,0.010900124466003247,4.143715162425986e-17,0.3305785123966942,0.038257789068905444,0.010568921356283506,2.415430453080878e-11,0.012124351390185974,0.005686490230451202,6.729585650215088e-06,0.3822314049586777,-0.0371900826446281,0.025193922151896662,0.0032886143038479304,0.11776859504132231,gender,
llama,20.0,attribute,968,484,0.05262795161366885,0.011019166991412806,1.9246185222949823e-19,0.3243801652892562,0.041620303314510075,0.010559184016241124,3.9125674279096963e-13,0.011007648299158767,0.005787766665416956,4.985645345187186e-05,0.3822314049586777,-0.040289256198347105,0.024764079660980157,0.0016193554210352725,0.1115702479338843,gender,
llama,0.0,attribute,964,482,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,age,
llama,2.0,attribute,964,482,0.008894638070818845,0.004756671759494613,0.040413649260900616,0.483402489626556,0.007882182740296995,0.004780765889687993,0.11228915973711175,0.0010124553305218514,0.002496271515762483,0.11824289042888038,0.35269709543568467,-0.005186721991701245,0.010565197547572262,0.31731050786291415,0.02074688796680498,age,
llama,4.0,attribute,964,482,0.02738608364747428,0.00773126846910219,9.177123312314998e-12,0.3630705394190871,0.022966221533625986,0.007483730636566202,9.416962672862268e-09,0.004419862113848292,0.004567696771486757,0.057711013620572,0.3775933609958506,-0.016597510373443983,0.014631683098161218,0.015861332739773026,0.029045643153526972,age,
llama,6.0,attribute,964,482,0.020828193938845833,0.008019654952689439,1.1740505722531342e-10,0.35269709543568467,0.02231960194521912,0.007830937313111372,3.011534364468527e-10,-0.0014914080063732798,0.004299613153724434,0.16294983925731532,0.4190871369294606,0.0031120331950207467,0.015624137517587072,0.6928009745237849,0.056016597510373446,age,
llama,8.0,attribute,964,482,0.002014769679017458,0.007709474098414291,0.6252146580347884,0.4979253112033195,0.0026688834006982696,0.007479775244984418,0.5489898535116828,-0.0006541137216808119,0.004203536744868251,0.08095731914740965,0.43775933609958506,0.01867219917012448,0.01571304055500326,0.0161569312611813,0.07676348547717843,age,
llama,10.0,attribute,964,482,-0.026419891658388553,0.010533333637677783,9.45356684625827e-08,0.5933609958506224,-0.02612414380254926,0.010206708000401488,1.1457021096073383e-07,-0.0002957478558392934,0.005408018614790606,0.9581821289797116,0.42531120331950206,-0.001037344398340249,0.020240429912846136,0.9125963361231548,0.08506224066390042,age,
llama,12.0,attribute,964,482,-0.044005152993309,0.01392902414534885,6.904008545730908e-11,0.6473029045643154,-0.04225265446923968,0.013643816615198071,1.730959217378046e-10,-0.0017524985240693265,0.0060387206176558406,0.8823201905624295,0.44398340248962653,-0.00933609958506224,0.02327559186402244,0.4132533754936404,0.11618257261410789,age,
llama,14.0,attribute,964,482,-0.04056909329820628,0.01601079406967279,1.0779596441502053e-07,0.6327800829875518,-0.0383361343160393,0.01582862448352985,9.413129956217488e-07,-0.002232958982166987,0.006444049966853811,0.7394625148244753,0.45020746887966806,-0.006224066390041493,0.02728950181312385,0.641437185469091,0.16597510373443983,age,
llama,16.0,attribute,964,482,-0.021542510856714315,0.0167425012943261,0.010069540713381073,0.5560165975103735,-0.02035659586170817,0.01643013800789522,0.012900993841639358,-0.0011859149950061417,0.00703770506858758,0.5683599857631283,0.43568464730290457,-0.014522821576763486,0.02846473029045643,0.312321421676216,0.1825726141078838,age,
llama,18.0,attribute,964,482,0.0005964621736210859,0.016221138717918096,0.7715073282743741,0.48132780082987553,0.0017331649543479745,0.01582994928856104,0.6464279513735679,-0.0011367027807268914,0.007360965522012092,0.7245956042612711,0.4605809128630705,-0.01037344398340249,0.02847196815982278,0.47048642205878966,0.18464730290456433,age,
llama,20.0,attribute,964,482,0.016929453675965676,0.014906911813525568,0.004283645170923522,0.41286307053941906,0.01819771562272526,0.01456057213971762,0.0024399445815204346,-0.0012682619467595832,0.007365706317926508,0.3569820524768058,0.47925311203319504,-0.006224066390041493,0.028765959106264387,0.6739880158794243,0.1970954356846473,age,
llama,0.0,attribute,1458,486,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,education,
llama,2.0,attribute,1458,486,-0.004858079397321067,0.003842986511274587,0.022268338648922414,0.5473251028806584,-0.006035951963578882,0.003677840481103232,0.008938568110332874,0.0011778725662578108,0.001870552305291452,0.23813541427723584,0.42592592592592593,-0.006172839506172839,0.011165988382996914,0.2679039117807137,0.047325102880658436,education,
llama,4.0,attribute,1458,486,-0.030646287855132542,0.00661671542639071,1.737518018588004e-11,0.6008230452674898,-0.0334564106754196,0.006480173776125611,1.1975233994200242e-13,0.0028101228202870596,0.0029249637143692105,0.033986524440076694,0.43209876543209874,-0.009602194787379973,0.014722947370422363,0.19646495118966767,0.09053497942386832,education,
llama,6.0,attribute,1458,486,-0.030848013110222366,0.010059011254807963,1.6287469628250918e-05,0.5390946502057613,-0.03226909780617344,0.009565900724135214,3.0384303549893766e-06,0.001421084695951066,0.004376400221829421,0.5122368051539988,0.4835390946502058,0.0006858710562414266,0.01887469274173736,0.9407363345864814,0.16255144032921812,education,
llama,8.0,attribute,1458,486,0.018715307711069697,0.012530988324002032,0.00034491855397696667,0.4053497942386831,0.017862576965558572,0.011570158663448876,0.00040416328909283076,0.0008527307455111219,0.005485692581736914,0.3946388976235923,0.46502057613168724,-0.006172839506172839,0.020524553219566324,0.5370650242874264,0.16872427983539096,education,
llama,10.0,attribute,1458,486,0.047341799875087825,0.012542503169176277,2.6208386019622923e-15,0.35185185185185186,0.0445138815055901,0.011708882848215117,2.048402659909358e-14,0.0028279183694977224,0.005169684724679756,0.04199000096869386,0.4403292181069959,-0.01577503429355281,0.020773830432817515,0.11953495808010688,0.17078189300411523,education,
llama,12.0,attribute,1458,486,0.03883413970229018,0.010303517631043825,9.915185613183046e-13,0.36419753086419754,0.03509576620447123,0.009856558892551508,2.1487216218223122e-11,0.003738373497818947,0.004484340768249264,0.022636830247876112,0.4279835390946502,-0.01783264746227709,0.01899584191025949,0.05645036451715035,0.14609053497942387,education,
llama,14.0,attribute,1458,486,0.021226441725951683,0.008271143878918067,0.00012150720582688374,0.43621399176954734,0.017175034865458527,0.007926737503938021,0.002299150809271611,0.00405140686049316,0.00403904141496114,0.010022060810832008,0.4403292181069959,-0.010973936899862825,0.01813316591816289,0.22313084495079605,0.13991769547325103,education,
llama,16.0,attribute,1458,486,0.011082392258660393,0.006874648516935875,0.03182338705989735,0.4588477366255144,0.007860159127544718,0.006609711729447034,0.11065910723970658,0.0032222331311156727,0.003738460396197929,0.03314123985277236,0.448559670781893,-0.01646090534979424,0.018320709861158704,0.08496122480865449,0.13580246913580246,education,
llama,18.0,attribute,1458,486,0.010213689832579403,0.0061801832970807625,0.003484610300899277,0.4218106995884774,0.006727324445954974,0.005987848909956147,0.05109661385200307,0.0034863653866244308,0.003431187114909339,0.013028995721428835,0.44650205761316875,-0.0075445816186556925,0.017580862459936734,0.4278409971900098,0.1419753086419753,education,
llama,20.0,attribute,1458,486,0.014514636503814808,0.006014628908545274,1.976054082437445e-05,0.4053497942386831,0.010075304440511197,0.005758011089636132,0.0017970320003992124,0.004439332063303608,0.003293379421252066,0.0013591909493779464,0.4218106995884774,-0.006172839506172839,0.017479117063902434,0.4898036198808854,0.13991769547325103,education,
llama,0.0,attribute,972,486,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,socioeco,
llama,2.0,attribute,972,486,-0.010192240003961746,0.0048459084043169605,2.482931929110567e-06,0.6111111111111112,-0.006534275713893716,0.00455872464265299,0.002024004878111831,-0.003657964290068031,0.003021371558856685,0.00609618677987603,0.42592592592592593,0.00411522633744856,0.013680895344170229,0.5553463166714221,0.047325102880658436,socioeco,
llama,4.0,attribute,972,486,-0.011301357903733364,0.012138322148098348,0.18591064966211301,0.5246913580246914,-0.007941460476649174,0.012136427529892413,0.599082892553132,-0.0033598974270841924,0.005807830356684173,0.04918044226469439,0.48148148148148145,0.0102880658436214,0.020564354276907917,0.31242221124269354,0.1111111111111111,socioeco,
llama,6.0,attribute,972,486,0.009365922635301394,0.013532792052086386,0.04284273030556583,0.43004115226337447,0.009350005981094048,0.01375619716777735,0.040386428667570105,1.591665420734481e-05,0.0072201306484899145,0.6414544706761566,0.4218106995884774,0.00977366255144033,0.024390649043001023,0.36992631358239425,0.13786008230452676,socioeco,
llama,8.0,attribute,972,486,-0.004138622653069516,0.012148330895062297,0.690955684586195,0.5123456790123457,-0.007632888504521873,0.011955971828697832,0.3850881069108678,0.003494265851452353,0.007264296341044831,0.1018939638268053,0.4176954732510288,-0.00205761316872428,0.02721724156886528,0.8721087703131699,0.1440329218106996,socioeco,
llama,10.0,attribute,972,486,0.010905618360531775,0.013426708693075067,0.49546403098460734,0.5,0.010908438911759176,0.0136299279089745,0.7619120674204727,-2.820551227398974e-06,0.00806111887290775,0.3128803973613048,0.4382716049382716,-0.01131687242798354,0.028163846019605296,0.39822286976618027,0.1522633744855967,socioeco,
llama,12.0,attribute,972,486,0.06759927908559284,0.016507505040832975,9.238503924273105e-12,0.38271604938271603,0.06691704271773596,0.01688830411336226,4.762492245831029e-12,0.0006822363678568741,0.009759980437455965,0.5734479740029291,0.44238683127572015,-0.00874485596707819,0.029456567686103205,0.5096070932147405,0.1728395061728395,socioeco,
llama,14.0,attribute,972,486,0.10516270050572742,0.01677542515730955,8.32533917305473e-24,0.29835390946502055,0.10608807791802702,0.01668405508449377,6.611317366613598e-26,-0.0009253774122995806,0.010312975664789526,0.21134121855250143,0.49794238683127573,-0.00977366255144033,0.029177607772651958,0.49816744034040916,0.16666666666666666,socioeco,
llama,16.0,attribute,972,486,0.10363089681600791,0.014393434321725369,6.940201414244561e-29,0.25308641975308643,0.10758371361607565,0.014189713226340505,8.053522499816724e-33,-0.0039528168000677434,0.009004811836518904,0.019971976202649008,0.5205761316872428,0.00874485596707819,0.027005538454304832,0.4732511415591748,0.1646090534979424,socioeco,
llama,18.0,attribute,972,486,0.07514935656262323,0.011520271418655451,2.278990110485647e-25,0.24691358024691357,0.08023583921952285,0.011485314875098022,2.0083953989735612e-30,-0.005086482656899617,0.007300890229661425,0.019427896161499165,0.49176954732510286,0.00565843621399177,0.023890023046001678,0.6023766154881052,0.13580246913580246,socioeco,
llama,20.0,attribute,972,486,0.03743033340431298,0.009358788827497043,2.511849748933407e-13,0.34156378600823045,0.042754493748980105,0.0095268317050802,5.7866533932975336e-18,-0.0053241603446671235,0.005943825691698564,0.0009859157889533258,0.51440329218107,0.022119341563786008,0.020944557994872593,0.03285191003890545,0.12757201646090535,socioeco,
mistral,0.0,attribute,968,484,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,gender,
mistral,2.0,attribute,968,484,0.0383709014680456,0.009176281688127489,4.635296426276522e-14,0.36363636363636365,0.04723420295375887,0.008993704376827071,9.047044785349134e-18,-0.008863301485713283,0.0058113032438984425,0.005053662132331812,0.45661157024793386,0.03202479338842975,0.024811970347173258,0.005944898777720455,0.16115702479338842,gender,
mistral,4.0,attribute,968,484,0.039047316811402256,0.005045818357450455,1.3376134458220953e-33,0.25413223140495866,0.042867042946452265,0.00496833897707567,6.164959064213185e-36,-0.003819726135050008,0.0028408315806114364,0.000423243226117413,0.4628099173553719,0.012396694214876033,0.016439444305587664,0.12133525035848211,0.0743801652892562,gender,
mistral,6.0,attribute,968,484,0.03045663278657183,0.0037222787325984124,3.3199889076536345e-36,0.2603305785123967,0.03218043579188996,0.0037093535984331887,1.6865797016840675e-37,-0.0017238030053181174,0.0018001053694954466,0.0017571775973815225,0.4297520661157025,0.009297520661157025,0.013876090903111482,0.15985367483762747,0.05165289256198347,gender,
mistral,8.0,attribute,968,484,0.025326105836026225,0.0032848271518356683,1.9214699844047878e-34,0.27479338842975204,0.027029743393095683,0.003278926780569654,4.22168239454383e-37,-0.0017036375570694564,0.0014752579023728743,0.0003957591682191029,0.4152892561983471,0.006198347107438017,0.01108910320021438,0.23931654122149526,0.03305785123966942,gender,
mistral,10.0,attribute,968,484,0.023252545935875116,0.0031412964783270646,3.3882491641454244e-33,0.2809917355371901,0.024870293951549157,0.0031270636737715228,3.058137146172805e-36,-0.0016177480156740415,0.0013746459959224611,0.00010837554860392502,0.4214876033057851,0.008264462809917356,0.011083749285883501,0.11666446478102344,0.03512396694214876,gender,
mistral,12.0,attribute,968,484,0.02008143870730158,0.002925667090628392,3.5735021733155115e-31,0.29338842975206614,0.021576353529767767,0.0029155797571427874,2.2279552534591674e-34,-0.0014949148224661867,0.0012804629999321512,4.563526648855917e-05,0.4132231404958678,0.009297520661157025,0.010510249258159165,0.0605688602026574,0.03305785123966942,gender,
mistral,14.0,attribute,968,484,0.01983476733294485,0.002956814471585875,3.805302678064918e-30,0.30165289256198347,0.021424130961790366,0.00293867842095474,9.332772561349716e-34,-0.001589363628845516,0.001289305665829007,4.2406243887524414e-05,0.41735537190082644,0.006198347107438017,0.010322407564538866,0.2008251226951454,0.028925619834710745,gender,
mistral,16.0,attribute,968,484,0.017759757664659738,0.0028412323951471016,2.2021652790753553e-28,0.30991735537190085,0.01925229739039657,0.0028268545908621432,4.7369193602324924e-32,-0.0014925397257368332,0.0012477881632148645,2.4216854025924185e-05,0.43388429752066116,0.006198347107438017,0.00991685645757623,0.17971249487899976,0.026859504132231406,gender,
mistral,18.0,attribute,968,484,0.017895878787096812,0.0028516459422672337,2.9617350662878124e-28,0.32231404958677684,0.019361477750047713,0.002834046905016494,9.178533896679069e-32,-0.001465598962950903,0.0012549619824408112,3.020172611797603e-05,0.41115702479338845,0.005165289256198347,0.010123966942148758,0.27523352407483426,0.026859504132231406,gender,
mistral,20.0,attribute,968,484,0.017533899589200857,0.0028263510195520457,4.067422059320763e-28,0.3140495867768595,0.018910222206658948,0.0028031237946405272,1.0063556694361626e-31,-0.0013763226174580898,0.0012683122196805636,0.0003091627493900732,0.4090909090909091,0.007231404958677686,0.009704890414528216,0.10829365589900902,0.026859504132231406,gender,
mistral,0.0,attribute,964,482,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,age,
mistral,2.0,attribute,964,482,-0.008556807539615711,0.005266395821086019,0.01813048554929434,0.5435684647302904,-0.010525585357746657,0.005283865955146199,0.0017399848785506992,0.001968777818130946,0.004358624426838928,0.5288398221904026,0.42323651452282157,0.002074688796680498,0.021909155504043414,0.8365688812277764,0.0995850622406639,age,
mistral,4.0,attribute,964,482,-0.03238836708696763,0.0056598080921025995,9.202935881322411e-18,0.6929460580912863,-0.030496688692600023,0.005663028596668545,7.843163975971069e-16,-0.0018916783943676006,0.004324423483160745,0.2871845889632788,0.46473029045643155,0.0,0.021528482689934195,1.0,0.0975103734439834,age,
mistral,6.0,attribute,964,482,-0.036958034527531554,0.005696184438278586,2.132514758344444e-21,0.7136929460580913,-0.03617733678531115,0.005704195989847623,1.1646442199825963e-20,-0.0007806977422204083,0.004116170392512329,0.2492249537141058,0.4730290456431535,-0.005186721991701245,0.021235671051507782,0.5961126657233238,0.08713692946058091,age,
mistral,8.0,attribute,964,482,-0.03942657445073529,0.005517871594603557,1.0717983824929574e-24,0.7240663900414938,-0.03930238291557169,0.005552089324435246,1.0900892895314963e-24,-0.00012419153516359714,0.003945642632591423,0.4270561271766402,0.4605809128630705,0.0,0.02114055032660785,1.0,0.08506224066390042,age,
mistral,10.0,attribute,964,482,-0.03998788517657681,0.005511575318619671,2.0083740482336293e-25,0.7323651452282157,-0.040140448164410994,0.005553793450950198,2.0152877545610085e-25,0.00015256298783419307,0.003921359580671698,0.6588853442187909,0.43775933609958506,0.004149377593360996,0.020942250005784282,0.6506129639327536,0.08506224066390042,age,
