model,magnitude,summary_level,n,n_qkeys,mean_difference_delta_target,ci95_difference_delta_target,p_two_sided_delta_target,contrastive_better_rate_delta_target,mean_difference_delta_others,ci95_difference_delta_others,p_two_sided_delta_others,mean_difference_delta_specificity,ci95_difference_delta_specificity,p_two_sided_delta_specificity,contrastive_better_rate_delta_specificity,mean_difference_delta_nearest,ci95_difference_delta_nearest,p_two_sided_delta_nearest,contrastive_better_rate_delta_nearest,attribute,model_class
qwen,14.0,class,486,486,-0.02844894715164067,0.01967028815429691,1.7183877756133608e-16,0.7983539094650206,-0.03068647176605787,0.019042254037533114,6.034600330686927e-19,0.0022375246144172066,0.00529045138328036,0.8166092090281812,0.33127572016460904,-0.024691358024691357,0.024122577052122847,0.04550026389635839,0.024691358024691357,education,high school
qwen,16.0,class,486,486,-0.04829192963231931,0.028486320527296247,1.29670088300817e-07,0.7037037037037037,-0.04668506142242557,0.027065031970691947,8.101195399654118e-08,-0.0016068682098937463,0.007315934213899479,0.11654109712193857,0.38065843621399176,0.018518518518518517,0.033003775824482,0.2715391358765703,0.07818930041152264,education,high school
qwen,18.0,class,486,486,-0.03393506965265782,0.037008089389133116,0.08628504006341442,0.5781893004115226,-0.016488248600358583,0.03510001435373023,0.5261574970160339,-0.01744682105229925,0.009428524487869567,0.00048072819265416544,0.45267489711934156,0.07407407407407407,0.037292922849574923,0.00012423612343122087,0.12757201646090535,education,high school
qwen,20.0,class,486,486,0.0550224518426164,0.03926616155776991,5.265035060285585e-05,0.4094650205761317,0.08194788744968033,0.03725103162435152,3.893751197120179e-08,-0.026925435607063924,0.01135640156443716,6.9020704636389e-06,0.5020576131687243,0.08641975308641975,0.042794994369208694,9.635090009780217e-05,0.16255144032921812,education,high school
qwen,0.0,class,486,486,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,education,college and more
qwen,2.0,class,486,486,-0.002974356538936896,0.0036843143770259666,8.21970805511869e-12,0.6275720164609053,-0.004102368138741748,0.0038035029889863423,9.099081879688364e-13,0.0011280115998048516,0.002347149688548754,0.25594616979103546,0.23868312757201646,-0.00205761316872428,0.009025321685048557,0.6547208460185769,0.00411522633744856,education,college and more
qwen,4.0,class,486,486,-0.007472312656875855,0.0045870994968970616,5.083948462227028e-23,0.7592592592592593,-0.008306848075551975,0.004773396387188874,2.0585650538425058e-24,0.0008345354186761228,0.0027220341025249338,0.7105969418535479,0.2654320987654321,0.00823045267489712,0.011395059759592334,0.15729920705028502,0.012345679012345678,education,college and more
qwen,6.0,class,486,486,-0.0074169020666832374,0.007275725061906636,2.5780734549844387e-31,0.8333333333333334,-0.008840107592323442,0.00576968907199796,7.422402791251525e-30,0.0014232055256402061,0.004445761293614238,0.6457932070294174,0.2880658436213992,0.00205761316872428,0.014554737300734436,0.7815112949987133,0.01440329218106996,education,college and more
qwen,8.0,class,486,486,-0.014014515047553109,0.009022795657212916,3.431057894253864e-30,0.8395061728395061,-0.013880707780015681,0.008622657092604168,7.23111978738296e-31,-0.0001338072675374241,0.003160891742976026,0.6372225918377212,0.32510288065843623,0.00205761316872428,0.013388218376606151,0.763024600552995,0.012345679012345678,education,college and more
qwen,10.0,class,486,486,-0.02374409522170684,0.011017432942283837,8.288222404234017e-32,0.8600823045267489,-0.026132096721060576,0.010718411574355397,7.569728927178442e-35,0.0023880014993537405,0.003982598723030985,0.46911159761660626,0.294238683127572,-0.0102880658436214,0.018477540017356745,0.27523352407483426,0.01646090534979424,education,college and more
qwen,12.0,class,486,486,-0.033156396829741704,0.013317489890499181,2.6020722920220214e-31,0.8662551440329218,-0.03932036433264033,0.012476308765326486,2.589878679246527e-38,0.006163967502898627,0.0056320692408028,0.156287474494983,0.30246913580246915,-0.01646090534979424,0.021311911563990007,0.1305700181157362,0.01646090534979424,education,college and more
qwen,14.0,class,486,486,-0.042270561213563144,0.014355836685708688,2.546622904714832e-32,0.8683127572016461,-0.04814053672166389,0.013327145170032906,2.8225769018482235e-36,0.0058699755081007545,0.006553065934385908,0.24039146897405916,0.3292181069958848,-0.006172839506172839,0.02247078052742272,0.590013887163346,0.024691358024691357,education,college and more
qwen,16.0,class,486,486,-0.05251872606211761,0.014385087698588518,1.982662856291789e-32,0.8477366255144033,-0.05734164480050628,0.013318296476925916,2.940267403535459e-36,0.004822918738388663,0.00699841679113966,0.014217181416100424,0.28600823045267487,-0.00205761316872428,0.024555899841336257,0.8694170607412391,0.03292181069958848,education,college and more
qwen,18.0,class,486,486,-0.0645676767991817,0.014069896677068426,1.61322088162949e-35,0.8415637860082305,-0.06967955345731065,0.013752494737443048,5.828394299229239e-37,0.0051118766581289485,0.006667991654408729,0.07709037592145082,0.3477366255144033,0.0,0.024886215969492375,1.0,0.03497942386831276,education,college and more
qwen,20.0,class,486,486,-0.07847629941867648,0.01457691004396531,1.839555569395723e-34,0.8148148148148148,-0.08732106573981552,0.014454611629079309,1.7219377685595345e-38,0.008844766321139032,0.007023571646380087,0.005321219018758598,0.3333333333333333,-0.0102880658436214,0.027661657774093427,0.4658029092418442,0.03909465020576132,education,college and more
qwen,0.0,class,486,486,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,socioeco,low
qwen,2.0,class,486,486,0.0010132430881953291,0.0023787312875756176,0.1927101593634455,0.4732510288065844,0.0011996976650103536,0.002879195313373031,0.24286726898071986,-0.00018645457681502458,0.0017750254611395436,0.5523291847582884,0.23251028806584362,-0.00205761316872428,0.00699002467269695,0.5637028616507731,0.00205761316872428,socioeco,low
qwen,4.0,class,486,486,0.0002750607710275473,0.0041933983360169635,0.00235148537402501,0.5288065843621399,-0.001072531117165054,0.004420241689167756,0.002159673917822718,0.0013475918881926026,0.0023708312670968775,0.5735642040749351,0.2551440329218107,-0.00823045267489712,0.011395059759592334,0.15729920705028502,0.00411522633744856,socioeco,low
qwen,6.0,class,486,486,0.00036087135134737065,0.005484863211937644,8.328666353954261e-06,0.5864197530864198,-0.0025539232326549106,0.005336759508827586,4.4814286426984595e-06,0.0029147945840022798,0.0036807591573952718,0.8519662653966034,0.2757201646090535,-0.006172839506172839,0.014545518147124882,0.40538055645894233,0.0102880658436214,socioeco,low
qwen,8.0,class,486,486,-0.003417598741267592,0.009600219549415853,1.3340060595476367e-07,0.6234567901234568,-0.0032978385821667267,0.009610016033193149,6.750325080119469e-08,-0.0001197601591008679,0.003906349434861836,0.1764431049599885,0.2839506172839506,-0.00205761316872428,0.013388218376606151,0.763024600552995,0.0102880658436214,socioeco,low
qwen,10.0,class,486,486,-0.0025013654283988183,0.009420081417384134,8.677947924758626e-09,0.6584362139917695,-0.00272758980028783,0.010366628395502432,4.812218680441907e-09,0.0002262243718890112,0.004833153296026165,0.25996218849946606,0.28189300411522633,-0.0102880658436214,0.015608700308223393,0.19670560245894686,0.0102880658436214,socioeco,low
qwen,12.0,class,486,486,-0.0017002789670259554,0.011095369112175155,2.8116294217321514e-09,0.6728395061728395,-0.00048067110252542956,0.012883743580358615,2.9990725104439204e-09,-0.001219607864500525,0.00602276773420726,0.6899625887005828,0.2736625514403292,0.00411522633744856,0.01805064337009712,0.6547208460185769,0.02263374485596708,socioeco,low
qwen,14.0,class,486,486,-0.0002329687295506232,0.013256036813800713,7.666098014531727e-11,0.6954732510288066,0.003215128540371688,0.014706156058531863,7.746926231978614e-10,-0.0034480972699223096,0.00883122563525275,0.15662417310918994,0.3004115226337449,0.006172839506172839,0.01935334676837103,0.5316145768816123,0.026748971193415638,socioeco,low
qwen,16.0,class,486,486,0.00523756977226948,0.015450416796154656,2.7665418596669044e-08,0.7078189300411523,0.01018760827717834,0.017919913745025107,1.8942254286680627e-09,-0.004950038504908857,0.010474285445109097,0.36430832369136157,0.3004115226337449,0.01646090534979424,0.023494372396223272,0.17006696145390487,0.043209876543209874,socioeco,low
qwen,18.0,class,486,486,-0.0010545675913732075,0.016778863610801078,5.09145521559293e-09,0.7386831275720165,0.007378427035082186,0.01881456697218298,1.132513710066197e-08,-0.008432994626455394,0.010370157350885518,0.15917058282833274,0.31069958847736623,0.00823045267489712,0.02352860413715025,0.4927166772270877,0.03909465020576132,socioeco,low
qwen,20.0,class,486,486,-0.021866018328528403,0.016216887558089522,2.5345071150062615e-17,0.7921810699588477,-0.009107108207684124,0.018133115158683735,4.235430917974077e-17,-0.01275891012084428,0.010161776481021921,0.05494431966263071,0.3148148148148148,0.00823045267489712,0.02487543337974467,0.5164122683960384,0.043209876543209874,socioeco,low
qwen,0.0,class,486,486,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,socioeco,high
qwen,2.0,class,486,486,-0.0007207640723487779,0.001974024823573245,0.24443829593298605,0.39094650205761317,-0.0010771670338428007,0.0021833646315829133,0.2435160797723528,0.00035640296149402363,0.0014038958151896112,0.028469022513999107,0.1934156378600823,-0.00205761316872428,0.009025321685048557,0.6547208460185769,0.00411522633744856,socioeco,high
qwen,4.0,class,486,486,-0.004257956411905663,0.004140381728308581,0.47917675118125747,0.4506172839506173,-0.0031241611089806013,0.003851581536007287,0.5096633805484241,-0.0011337953029250606,0.0025791975054031873,0.8394470586024543,0.23045267489711935,0.00411522633744856,0.008065843621399178,0.31731050786291415,0.006172839506172839,socioeco,high
qwen,6.0,class,486,486,-0.0007918139657803378,0.005067606098963544,0.379592308635462,0.4897119341563786,-0.001441779956120332,0.005307073062694971,0.10823341648194051,0.0006499659903399958,0.0037009757629884983,0.12294981596979097,0.2037037037037037,0.00823045267489712,0.012745327517109013,0.2059032107320684,0.01440329218106996,socioeco,high
qwen,8.0,class,486,486,0.0011101911039022928,0.0074037971250233555,0.001899382410028378,0.5617283950617284,0.0017634775853757583,0.007016417005380939,0.009711958696879141,-0.0006532864814734684,0.004681992998390283,0.3787907837332475,0.23251028806584362,0.00205761316872428,0.013388218376606151,0.763024600552995,0.012345679012345678,socioeco,high
qwen,10.0,class,486,486,-0.006053408225262098,0.009456776514424696,6.947389311957933e-10,0.6975308641975309,-0.004614923616182186,0.009368927572070087,4.849858035599852e-09,-0.0014384846090799144,0.005297251500987747,0.9569880799102146,0.24691358024691357,-0.00205761316872428,0.016644288842746678,0.8083651559145103,0.01646090534979424,socioeco,high
qwen,12.0,class,486,486,-0.013052988566814014,0.011101954793222837,6.1766816082977365e-15,0.7654320987654321,-0.014092302193024877,0.010833335900545341,8.396063305599337e-17,0.0010393136262108668,0.005263126983393657,0.3055556460011216,0.24897119341563786,-0.00823045267489712,0.018921397757051407,0.3937686346429927,0.018518518518518517,socioeco,high
qwen,14.0,class,486,486,-0.025172482830519816,0.014516796055807895,1.990454136600111e-23,0.823045267489712,-0.026926374509419208,0.013903898613542893,7.191701326695847e-22,0.0017538916788993931,0.005535481409882303,0.27751953068303137,0.28189300411522633,-0.00823045267489712,0.02209984704597144,0.4652088184521417,0.026748971193415638,socioeco,high
qwen,16.0,class,486,486,-0.03671690221730987,0.01562831831815228,1.075418070493894e-20,0.8045267489711934,-0.041518597455717926,0.013989993148361796,6.682870051703321e-25,0.004801695238408067,0.007985667599202726,0.5240425921475893,0.31893004115226337,-0.026748971193415638,0.02636562729336729,0.04742538550874107,0.030864197530864196,socioeco,high
qwen,18.0,class,486,486,-0.05222332807731738,0.016256111532668108,2.5659643645907157e-25,0.8251028806584362,-0.05756231975289389,0.014226346284993797,4.0369045539149796e-29,0.0053389916755765,0.009096709422523696,0.0586784945214799,0.30864197530864196,-0.01954732510288066,0.02912977204016652,0.16706684656683357,0.04526748971193416,socioeco,high
qwen,20.0,class,486,486,-0.06059455568350922,0.016606798163763106,6.937104879860132e-30,0.845679012345679,-0.06871027840782151,0.01595869789466763,9.082034125950392e-33,0.0081157227243123,0.009493427795640223,0.011542365303453844,0.28189300411522633,-0.015432098765432098,0.028584748054685357,0.2601578324346797,0.04526748971193416,socioeco,high
llama,0.0,class,484,484,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,gender,male
llama,2.0,class,484,484,-0.010221473777939001,0.01353669355895351,0.7749957038583339,0.49173553719008267,-0.01248154725581787,0.01342855213699098,0.6621908601632792,0.0022600734778788637,0.006448693274443359,0.07496194576160777,0.27892561983471076,-0.010330578512396695,0.029497555625773733,0.4922069926558157,0.049586776859504134,gender,male
llama,4.0,class,484,484,0.06077845720245953,0.021872672223942433,2.0292633403970667e-10,0.371900826446281,0.055583612963863854,0.022906128556377955,1.7009185019828774e-07,0.005194844238595684,0.0102566355647762,0.013462569905592045,0.3181818181818182,-0.030991735537190084,0.038571664045634675,0.11585149752593009,0.07851239669421488,gender,male
llama,6.0,class,484,484,0.05195278660206822,0.04402100801569939,0.011288486650935802,0.4524793388429752,0.0824748570288007,0.04482874165887552,0.00012479279633157152,-0.03052207042673247,0.01848383754803747,2.1658401448090382e-05,0.44214876033057854,0.09710743801652892,0.055941524057440836,0.000763386513658391,0.25,gender,male
llama,8.0,class,484,484,0.13649264918957804,0.04708891934398101,3.2847021794923988e-09,0.3822314049586777,0.17796873530998433,0.04984073751698868,8.371417424002535e-13,-0.04147608612040634,0.021260789151565315,4.5390330430738993e-07,0.49173553719008267,0.15082644628099173,0.059300209691036485,1.1349621448544322e-06,0.30785123966942146,gender,male
llama,10.0,class,484,484,0.17466289452929407,0.037910681149973494,2.7221274718269483e-21,0.30578512396694213,0.19986895369180863,0.040248413667215724,7.454743610409099e-24,-0.02520605916251456,0.01758036101511037,4.6085132770322667e-05,0.4669421487603306,0.09090909090909091,0.05347298759601344,0.0009739714127894987,0.22933884297520662,gender,male
llama,12.0,class,484,484,0.17231372959479666,0.024839708741875976,3.3686840441991994e-39,0.1962809917355372,0.17780766716734367,0.026524452114457617,3.6800549426788707e-37,-0.005493937572547015,0.01284486111234016,0.11112295550573797,0.40082644628099173,0.04338842975206612,0.04253353500164661,0.04623607144374413,0.13636363636363635,gender,male
llama,14.0,class,484,484,0.1324699307722973,0.01551117778083319,4.067533267052474e-45,0.16322314049586778,0.1276839582307368,0.016846872742971676,2.4222941915426824e-39,0.00478597254156051,0.009430924295846299,0.6123658285819972,0.34297520661157027,0.03512396694214876,0.0367985794358603,0.0620424260314264,0.10330578512396695,gender,male
llama,16.0,class,484,484,0.09423715470708736,0.011642556119434046,5.965160234047058e-41,0.1859504132231405,0.08445888614616032,0.012275988618402449,1.969035776821423e-33,0.00977826856092704,0.007688056993111913,0.09174363795297119,0.3305785123966942,-0.004132231404958678,0.032428119864145705,0.8025873486341526,0.0640495867768595,gender,male
llama,18.0,class,484,484,0.06781199550891501,0.010166432934044442,9.48177858092604e-34,0.22107438016528927,0.05751553536357813,0.010604194514764454,3.5586204221758724e-25,0.010296460145336882,0.007161509428215321,0.006319401859274963,0.3037190082644628,-0.006198347107438017,0.030600350555278787,0.6911022238448428,0.05578512396694215,gender,male
llama,20.0,class,484,484,0.050257326363768624,0.009071297593515625,1.9551754522299632e-26,0.2665289256198347,0.040673178894529004,0.00950609255789128,1.149879208944275e-17,0.009584147469239624,0.006562283719737592,0.007585447903032037,0.30165289256198347,-0.010330578512396695,0.030049492498509082,0.5001842570707944,0.05165289256198347,gender,male
llama,0.0,class,484,484,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,gender,female
llama,2.0,class,484,484,0.04497408100528164,0.018903754811283955,0.00026283813772834635,0.44008264462809915,0.03495038875278689,0.018177586048651266,0.006552122106915673,0.01002369225249475,0.006782787026748304,0.03419326878617472,0.3305785123966942,-0.0371900826446281,0.029603834836023222,0.014305878435429648,0.0371900826446281,gender,female
llama,4.0,class,484,484,-0.14362136080131316,0.02238369207208303,2.5819300274883325e-28,0.6983471074380165,-0.14677233935051037,0.022176164017203723,8.042650682787564e-30,0.0031509785491971812,0.00826410762724229,0.48714932528311317,0.3739669421487603,0.010330578512396695,0.030591472846861936,0.5078006482752733,0.0640495867768595,gender,female
llama,6.0,class,484,484,-0.1876637647186728,0.032093634539008854,6.743847325086114e-23,0.6611570247933884,-0.1759969893246246,0.0318645121652479,7.038875585749855e-21,-0.011666775394048201,0.010763958378985377,0.0006574185675313892,0.44834710743801653,0.05165289256198347,0.041678794131866974,0.015655844629049655,0.13636363636363635,gender,female
llama,8.0,class,484,484,-0.1034412251740589,0.03014080205467069,2.9985067492874084e-08,0.5681818181818182,-0.08763487295796418,0.029471047587341193,6.176012595823265e-06,-0.015806352216094728,0.010757139946086689,6.353762838483103e-07,0.4690082644628099,0.07024793388429752,0.04205225695500498,0.001187886813934236,0.1487603305785124,gender,female
llama,10.0,class,484,484,-0.04715323122937489,0.020281930253227713,2.582509900230297e-05,0.5702479338842975,-0.03937610912076253,0.019261538316284358,0.001306839127993442,-0.007777122108612358,0.008436766051756178,4.0642112778355083e-05,0.42355371900826444,0.045454545454545456,0.0321758552792874,0.00595952647010911,0.08884297520661157,gender,female
llama,12.0,class,484,484,-0.020826949137883542,0.014822576030332773,0.10793121793610125,0.49793388429752067,-0.022113342040101763,0.014517192813452633,0.09207633224767287,0.0012863929022182154,0.006124231190399359,0.5665742363244077,0.33264462809917356,0.006198347107438017,0.028944478221915426,0.6744240722352938,0.05578512396694215,gender,female
llama,14.0,class,484,484,-0.005677531652796123,0.016010615569687543,0.6818574122667657,0.47520661157024796,-0.014777676020800498,0.015837568848247708,0.4417823649010745,0.009100144368004364,0.006422765336008039,0.0003629226332884571,0.29132231404958675,-0.03305785123966942,0.03568039179606421,0.07004133687461596,0.0640495867768595,gender,female
llama,16.0,class,484,484,0.011354175410325762,0.017842535817138103,0.053955957377164535,0.4669421487603306,-0.001723585714926464,0.01726082409053756,0.6666729353296207,0.013077761125252222,0.007732882326501192,1.2913198645666854e-05,0.29132231404958675,-0.03512396694214876,0.039386961264247705,0.08113063648894811,0.08057851239669421,gender,female
llama,18.0,class,484,484,0.03295228540926782,0.019171694082366592,0.0010473451547098988,0.4669421487603306,0.019000042774232746,0.018136223802345666,0.059830688614548155,0.013952242635035058,0.008839582308420314,7.331578416418653e-05,0.3119834710743802,-0.06818181818181818,0.03987358752850188,0.0009111188771537128,0.06818181818181818,gender,female
llama,20.0,class,484,484,0.05499857686356908,0.020095101664963623,1.3251484366835593e-05,0.4855371900826446,0.04256742773449115,0.01886973995064853,0.0017363882858406532,0.01243114912907791,0.009541272432620101,0.0003907422568231518,0.32644628099173556,-0.07024793388429752,0.0392215353390634,0.0005202443475902288,0.0640495867768595,gender,female
llama,0.0,class,482,482,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,age,adult
llama,2.0,class,482,482,0.013033080358567841,0.005994559101884771,0.00013701769536721836,0.4336099585062241,0.013725167884736744,0.006141397650290748,8.093487682137879e-05,-0.0006920875261689022,0.003044900031808845,0.7725329630376374,0.2717842323651452,-0.004149377593360996,0.015226331322550997,0.5929800980174267,0.012448132780082987,age,adult
llama,4.0,class,482,482,0.024773105176022325,0.009257182078986657,5.2277525335751386e-06,0.4107883817427386,0.02283416107876473,0.009116247316319418,7.263556212988322e-06,0.0019389440972575947,0.004793166971704331,0.7692968353430897,0.3070539419087137,-0.014522821576763486,0.0167333170285416,0.0895550744136426,0.01037344398340249,age,adult
llama,6.0,class,482,482,0.01954859893655134,0.010337251973025811,0.0009379329038634128,0.42738589211618255,0.020910397124465224,0.010346501632766389,0.001374283846859578,-0.0013617981879138837,0.0063115650152075565,0.9495574880281186,0.3215767634854772,-0.002074688796680498,0.021150722623607735,0.8473896596867143,0.026970954356846474,age,adult
llama,8.0,class,482,482,0.0036147065965566215,0.010209235035427958,0.41995710263474384,0.5414937759336099,0.006011989805665166,0.01045346889001207,0.522512860005962,-0.002397283209108544,0.0055758679788844205,0.007421991540754348,0.36929460580912865,0.03112033195020747,0.020162160594385,0.0026997960632601866,0.04149377593360996,age,adult
llama,10.0,class,482,482,-0.013033986159005235,0.010123791611384832,0.0018130155922285484,0.5726141078838174,-0.011111828620399193,0.01031209702521893,0.006942390313448433,-0.0019221575386060427,0.006060365518016819,0.6865486122090564,0.3091286307053942,0.002074688796680498,0.02266346595221339,0.8574624419592412,0.03319502074688797,age,adult
llama,12.0,class,482,482,-0.01910613750059695,0.009230341104333241,5.998558176752164e-05,0.5850622406639004,-0.017354915906357835,0.00954040471915692,0.0006827013248171223,-0.0017512215942391183,0.005831510337738751,0.42230311851460944,0.35269709543568467,0.01037344398340249,0.019499958679592685,0.2971465303484704,0.029045643153526972,age,adult
llama,14.0,class,482,482,-0.014165054795732303,0.007812574192012684,0.001998167846827175,0.5414937759336099,-0.010478464301185018,0.007946719387940842,0.026633910846694128,-0.003686590494547285,0.004649144761470498,0.13263922605590747,0.35684647302904565,0.012448132780082987,0.019060438918659484,0.2008251226951454,0.029045643153526972,age,adult
llama,16.0,class,482,482,-0.00572708961575266,0.00701352533781508,0.5745520039650086,0.5228215767634855,-0.0006387842493133813,0.007039516983964199,0.45802265622573224,-0.005088305366439279,0.0043570948935144,0.029518521390241158,0.35892116182572614,0.01037344398340249,0.0211312093826209,0.3359238131517357,0.03319502074688797,age,adult
llama,18.0,class,482,482,-0.000993331659558833,0.006829438257851767,0.08112064314026322,0.44813278008298757,0.004409643628137965,0.006653966773507845,0.005070003741614504,-0.005402975287696797,0.004337004991336377,0.17857260142151044,0.32987551867219916,0.008298755186721992,0.019928062887436974,0.4142161782425252,0.029045643153526972,age,adult
llama,20.0,class,482,482,-0.001084238316852573,0.006443423309838197,0.07350982506631043,0.4336099585062241,0.004906207548604466,0.006278521228771846,0.003091821848681764,-0.005990445865457039,0.00420606694549824,0.20808591230996165,0.34439834024896265,0.01867219917012448,0.020284552373802372,0.07186063822585158,0.035269709543568464,age,adult
llama,0.0,class,482,482,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,age,older_adult
llama,2.0,class,482,482,0.004756195783069849,0.007374921916139156,0.5010649090845823,0.4979253112033195,0.0020391975958572437,0.00729765852665999,0.16574815381078645,0.0027169981872126048,0.003953930910228872,0.043607632878561293,0.2676348547717842,-0.006224066390041493,0.014666266504887376,0.40538055645894233,0.01037344398340249,age,older_adult
llama,4.0,class,482,482,0.02999906211892624,0.012390887864244391,1.612754693775052e-07,0.3755186721991701,0.023098281988487252,0.011880720826968507,3.4139910552890154e-05,0.006900780130438991,0.007776207435556366,0.08190670382181707,0.3091286307053942,-0.01867219917012448,0.024024198606225976,0.12819017434510793,0.026970954356846474,age,older_adult
llama,6.0,class,482,482,0.022107788941140332,0.012273628278700193,3.557267773020943e-11,0.34024896265560167,0.023728806765973016,0.01176722072464358,2.415829866835017e-12,-0.0016210178248326774,0.005847002606260198,0.026089718528703294,0.33195020746887965,0.008298755186721992,0.02301492848953326,0.47950012218695337,0.03734439834024896,age,older_adult
llama,8.0,class,482,482,0.0004148327614782892,0.011563811220103436,0.6266040707856286,0.49377593360995853,-0.0006742230042686326,0.010703608863024983,0.5470302869789687,0.0010890557657469194,0.0062939267823912595,0.8460955091450093,0.2883817427385892,0.006224066390041493,0.02407565764952788,0.6120898800892568,0.03941908713692946,age,older_adult
llama,10.0,class,482,482,-0.03980579715777187,0.018409576244888946,2.46934534213653e-13,0.6784232365145229,-0.04113645898469933,0.017527163471202957,7.35938119229473e-15,0.0013306618269274557,0.00896314598524117,0.1606591492372237,0.31950207468879666,-0.004149377593360996,0.033565101747793556,0.8083651559145103,0.06846473029045644,age,older_adult
llama,12.0,class,482,482,-0.06890416848602106,0.026110831210177488,9.604085331280716e-12,0.6784232365145229,-0.06715039303212154,0.02538636979095977,2.19503898266964e-12,-0.0017537754538995334,0.01058346353217153,0.15210734976587,0.3360995850622407,-0.029045643153526972,0.042223356211629544,0.17793172526825463,0.0975103734439834,age,older_adult
llama,14.0,class,482,482,-0.06697313180068028,0.030891349240098474,1.6319549191549374e-06,0.6058091286307054,-0.06619380433089359,0.030457785325421424,1.2976205940287678e-06,-0.0007793274697866893,0.012026116778555534,0.23071401609246345,0.3796680497925311,-0.024896265560165973,0.05111843799206707,0.3397452424383728,0.15145228215767634,age,older_adult
llama,16.0,class,482,482,-0.03735793209767596,0.03269902157361024,0.027084018906895376,0.5394190871369294,-0.040074407474102965,0.03201804278930006,0.01073507083229126,0.002716475376426994,0.01338265984274457,0.18231739145845094,0.3941908713692946,-0.03941908713692946,0.05280060384717759,0.1438677284816152,0.15560165975103735,age,older_adult
llama,18.0,class,482,482,0.002186256006801004,0.03173190575299043,0.6354343141603012,0.46265560165975106,-0.0009433137194420154,0.03096774807964199,0.8016732943093576,0.0031295697262430098,0.014066279001464524,0.3645376995706018,0.4066390041493776,-0.029045643153526972,0.05332246949678579,0.2857506303730243,0.16390041493775934,age,older_adult
llama,20.0,class,482,482,0.03494314566878391,0.029035962116339804,0.0017399848785506992,0.3817427385892116,0.03148922369684605,0.028402127193768993,0.004187607651183262,0.003453921971937873,0.014113572013631783,0.571609917216237,0.4045643153526971,-0.03112033195020747,0.053777304923374986,0.25683925795785656,0.16597510373443983,age,older_adult
llama,0.0,class,486,486,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,,0.0,education,some schooling
llama,2.0,class,486,486,-0.008243127697000238,0.006381623653360789,0.00035397418930296204,0.6008230452674898,-0.007989880622270431,0.006112793696822054,0.001223631924133836,-0.00025324707472980775,0.0032239888568175667,0.9476227708547532,0.3559670781893004,-0.006172839506172839,0.019353346768371034,0.5316145768816123,0.0205761316872428,education,some schooling
llama,4.0,class,486,486,-0.02924790663309818,0.0115774088975641,4.453445368917305e-05,0.5720164609053497,-0.030058764252816457,0.011418130414707699,3.579993124625172e-06,0.0008108576197182706,0.005703815196944574,0.5162458574209938,0.3888888888888889,-0.012345679012345678,0.027358735952018515,0.3763444934986555,0.0411522633744856,education,some schooling
llama,6.0,class,486,486,-0.040804131570104665,0.020031257637421616,0.0011088884990908098,0.5411522633744856,-0.029604076038078565,0.019438113022082548,0.03465193266010214,-0.011200055532026097,0.00895789976427425,0.05045938645052531,0.42386831275720166,0.02263374485596708,0.03536789155457088,0.20999967175560952,0.09053497942386832,education,some schooling
llama,8.0,class,486,486,-0.026881408684271694,0.025548814893917266,0.7330552802986896,0.4732510288065844,-0.008480463057166557,0.023745912973342765,0.3378849651108392,-0.018400945627105134,0.012079058419259332,0.004909292445739717,0.4588477366255144,0.03497942386831276,0.04045251188633609,0.09072928358419047,0.12139917695473251,education,some schooling
llama,10.0,class,486,486,-0.019731019527958797,0.022851160661661638,0.5361184282732954,0.4897119341563786,-0.008178036488096167,0.020776510184837213,0.5761816837551172,-0.01155298303986262,0.01139150311705943,0.01801450939408308,0.4588477366255144,0.00411522633744856,0.039553422312549213,0.8382564863858263,0.10082304526748971,education,some schooling
llama,12.0,class,486,486,-0.0329875019919615,0.017700970793295658,6.921322817156216e-05,0.5596707818930041,-0.026403540630993438,0.01645094791335578,0.0001956340639267765,-0.006583961360968062,0.008882541021412204,0.22073802018768085,0.4074074074074074,-0.00205761316872428,0.034961635578129854,0.9080725552559752,0.07613168724279835,education,some schooling
llama,14.0,class,486,486,-0.0400947066508606,0.014123870129995168,4.3898880764738334e-09,0.5905349794238683,-0.036289291796847714,0.013267362020078142,3.639135798004174e-10,-0.0038054148540128817,0.007734207600734989,0.5077746971318147,0.4094650205761317,0.012345679012345678,0.03471086638509632,0.48549880264428236,0.0823045267489712,education,some schooling
llama,16.0,class,486,486,-0.03219170443823524,0.012404552171249791,8.203234691491208e-08,0.5946502057613169,-0.029265824788892027,0.012062005394195068,7.905521581329116e-07,-0.002925879649343224,0.007633572924549081,0.5773900044038287,0.39300411522633744,0.006172839506172839,0.03632954228109667,0.7388826803635273,0.08641975308641975,education,some schooling
