attribute,group_a,group_b,channel,magnitude,regime,quartile,n_questions,n_predictions,mean_human_gap,strict_accuracy,strict_accuracy_ci95_low,strict_accuracy_ci95_high,tie_aware_accuracy,fractional_accuracy,chance_accuracy,lift_over_chance,lift_ci95_low,lift_ci95_high,bootstrap_p_lift_le_zero
education,High school graduate,College graduate/some postgrad,steered,10.0,Steered N=10,Q2,122,244,0.10797407847401763,0.29098360655737704,0.2336065573770492,0.3483606557377049,0.29098360655737704,0.29098360655737704,0.3333333333333333,-0.042349726775956276,-0.09972677595628412,0.015027322404371601,0.9260369815092454
education,High school graduate,College graduate/some postgrad,steered,10.0,Steered N=10,Q3,121,242,0.18585507629900233,0.256198347107438,0.19834710743801653,0.3181818181818182,0.256198347107438,0.256198347107438,0.3333333333333333,-0.07713498622589532,-0.13498622589531678,-0.015151515151515138,0.9950024987506247
education,High school graduate,College graduate/some postgrad,steered,10.0,Steered N=10,Q4,122,244,0.3372618701487849,0.29098360655737704,0.2336065573770492,0.3483606557377049,0.29098360655737704,0.29098360655737704,0.3333333333333333,-0.042349726775956276,-0.09972677595628412,0.015027322404371601,0.928535732133933
education,High school graduate,College graduate/some postgrad,steered,12.0,Steered N=12,All,486,972,0.17017613626227454,0.25102880658436216,0.22325102880658437,0.27983539094650206,0.25102880658436216,0.25102880658436216,0.3333333333333333,-0.08230452674897115,-0.11008230452674894,-0.053497942386831254,1.0
education,High school graduate,College graduate/some postgrad,steered,12.0,Steered N=12,Q1,121,242,0.048746712886811996,0.2231404958677686,0.17355371900826447,0.2768595041322314,0.2231404958677686,0.2231404958677686,0.3333333333333333,-0.11019283746556471,-0.15977961432506885,-0.05647382920110189,1.0
education,High school graduate,College graduate/some postgrad,steered,12.0,Steered N=12,Q2,122,244,0.10797407847401763,0.2540983606557377,0.19262295081967212,0.3155737704918033,0.2540983606557377,0.2540983606557377,0.3333333333333333,-0.0792349726775956,-0.1407103825136612,-0.01775956284153002,0.9940029985007496
education,High school graduate,College graduate/some postgrad,steered,12.0,Steered N=12,Q3,121,242,0.18585507629900233,0.24380165289256198,0.1859504132231405,0.30165289256198347,0.24380165289256198,0.24380165289256198,0.3333333333333333,-0.08953168044077134,-0.14738292011019283,-0.03168044077134985,0.9975012493753124
education,High school graduate,College graduate/some postgrad,steered,12.0,Steered N=12,Q4,122,244,0.3372618701487849,0.2827868852459016,0.22540983606557377,0.3402663934426224,0.2827868852459016,0.2827868852459016,0.3333333333333333,-0.050546448087431695,-0.10792349726775954,0.006933060109289066,0.9495252373813093
education,High school graduate,College graduate/some postgrad,steered,14.0,Steered N=14,All,486,972,0.17017613626227454,0.2448559670781893,0.21707818930041153,0.2726337448559671,0.2448559670781893,0.2448559670781893,0.3333333333333333,-0.08847736625514402,-0.11625514403292178,-0.06069958847736623,1.0
education,High school graduate,College graduate/some postgrad,steered,14.0,Steered N=14,Q1,121,242,0.048746712886811996,0.2231404958677686,0.17355371900826447,0.2727272727272727,0.2231404958677686,0.2231404958677686,0.3333333333333333,-0.11019283746556471,-0.15977961432506885,-0.06060606060606061,1.0
