qkey,attribute,group_a,group_b,human_gap,quartile,channel,magnitude,regime,target_human_group,expected_model_class,competitor_model_class,distance_own_profile,distance_competitor_profile,difference
NEIGHINTERB_W32,socioeco,"Less than $30,000","$100,000 or more",0.33371404873815536,Q4,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.9112898231246029,0.5676012486254722,0.3436885744991307
NEIGHKIDS_W32,socioeco,"Less than $30,000","$100,000 or more",0.10813625000000004,Q2,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.2087981938034671,0.242137409429318,-0.033339215625850904
NEIGHSAMEA_W32,socioeco,"Less than $30,000","$100,000 or more",0.4140787582304698,Q4,inferred,,Inferred from occupation,"Less than $30,000",low,high,1.3820632997695308,1.3219698996004392,0.06009340016909159
SATLIFED_W32,socioeco,"Less than $30,000","$100,000 or more",0.3377017877221706,Q4,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.5961386744270153,0.7127371505829988,-0.11659847615598351
SOCTRUST2_W32,socioeco,"Less than $30,000","$100,000 or more",0.26040363,Q3,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.5168314780001573,0.5161371579915109,0.0006943200086463319
VALUERURAL_W32,socioeco,"Less than $30,000","$100,000 or more",0.03950338999999983,Q1,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.5051930241855098,0.8396875676766953,-0.33449454349118546
WHADVANT_W32,socioeco,"Less than $30,000","$100,000 or more",0.06143526999999993,Q1,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.5177176816524001,0.7714427273346005,-0.25372504568220045
WILLMOVE_W32,socioeco,"Less than $30,000","$100,000 or more",0.0970999205458094,Q2,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.5922423799224239,0.8056449608157796,-0.21340258089335573
EAT1_W34,socioeco,"Less than $30,000","$100,000 or more",0.2905723400000001,Q4,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.5672896702384993,0.47824784600000003,0.08904182423849927
EAT2_W34,socioeco,"Less than $30,000","$100,000 or more",0.44699933016499543,Q4,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.8488608334363393,0.8773641416558348,-0.028503308219495427
EAT5B_W34,socioeco,"Less than $30,000","$100,000 or more",0.23478514999999997,Q3,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.631068567999912,0.6310667040001279,1.8639997840796951e-06
EAT5C_W34,socioeco,"Less than $30,000","$100,000 or more",0.23599255000000008,Q3,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.5905622197004945,0.5932037661022048,-0.0026415464017103263
EAT5D_W34,socioeco,"Less than $30,000","$100,000 or more",0.13057742130577418,Q2,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.5575724455296762,0.5570680176789186,0.0005044278507576605
EVOBIOA_W34,socioeco,"Less than $30,000","$100,000 or more",0.26846758000000004,Q3,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.3162617799998986,0.3162619899999246,-2.100000260352175e-07
EVOBIOB_W34,socioeco,"Less than $30,000","$100,000 or more",0.19501971000000007,Q3,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.3982298100000019,0.39822992600000495,-1.1600000304756719e-07
EVOPERS3_W34,socioeco,"Less than $30,000","$100,000 or more",0.2571466242575404,Q3,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.9156919608428643,0.9156928188430716,-8.580002073266257e-07
EVOTHREE_W34,socioeco,"Less than $30,000","$100,000 or more",0.10935358000000006,Q2,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.4840053379977227,0.48373500999476626,0.00027032800295645476
FUD22_W34,socioeco,"Less than $30,000","$100,000 or more",0.34368985631189586,Q4,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.9981734680104116,0.9975775240143385,0.0005959439960731006
FUD24_W34,socioeco,"Less than $30,000","$100,000 or more",0.04042640000000006,Q1,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.2920625669991434,0.27288657153720625,0.019175995461937156
FUD33B_W34,socioeco,"Less than $30,000","$100,000 or more",0.05287582714442343,Q1,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.1615636370000288,0.161563333,3.040000287890532e-07
FUD35_W34,socioeco,"Less than $30,000","$100,000 or more",0.15381768163429804,Q3,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.5232419939856234,0.6815793802942981,-0.15833738630867467
FUD37A_W34,socioeco,"Less than $30,000","$100,000 or more",0.25792945999999994,Q3,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.5863146011984287,0.444700585247908,0.1416140159505207
FUD37B_W34,socioeco,"Less than $30,000","$100,000 or more",0.4693113007319356,Q4,inferred,,Inferred from occupation,"Less than $30,000",low,high,1.0511818254703291,1.0361150447014131,0.015066780768915988
FUD37C_W34,socioeco,"Less than $30,000","$100,000 or more",0.2824339483899866,Q4,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.6949686510018558,0.6930051510370112,0.001963499964844573
BETTERBIZ1F2D_W36,socioeco,"Less than $30,000","$100,000 or more",0.060416266406510544,Q1,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.20106663099998068,0.20106664300001342,-1.2000032745262956e-08
BETTERBIZ1F2E_W36,socioeco,"Less than $30,000","$100,000 or more",0.08989537499999997,Q2,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.2602214179999839,0.2602214370000291,-1.9000045203831917e-08
BETTERBIZ1F2H_W36,socioeco,"Less than $30,000","$100,000 or more",0.05310815791955001,Q1,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.20804425591955447,0.2080442289195408,2.700001366928717e-08
BETTERBIZ2F2C_W36,socioeco,"Less than $30,000","$100,000 or more",0.08396168499999998,Q2,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.17195458899997668,0.17195465600000004,-6.70000233626844e-08
BETTERBIZ2F2E_W36,socioeco,"Less than $30,000","$100,000 or more",0.05405074500000004,Q1,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.14787985000000878,0.14787993600002206,-8.600001327740969e-08
BETTERBIZ2F2F_W36,socioeco,"Less than $30,000","$100,000 or more",0.04324040000000004,Q1,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.24780820700001693,0.24780821800001804,-1.100000110443311e-08
BETTERPOL1F1B_W36,socioeco,"Less than $30,000","$100,000 or more",0.0669808,Q1,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.34179714600002176,0.34179721600001045,-6.999998869439139e-08
BETTERPOL1F1E_W36,socioeco,"Less than $30,000","$100,000 or more",0.03602598000000001,Q1,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.23980369200003462,0.2398036949999498,-2.999915177381851e-09
BETTERPOL1F1I_W36,socioeco,"Less than $30,000","$100,000 or more",0.028985945000000016,Q1,inferred,,Inferred from occupation,"Less than $30,000",low,high,0.2548423499998024,0.254844397000062,-2.0470002596306713e-06
