qkey,attribute,channel,magnitude,regime,model_class,own_human_group,distance_own,mean_distance_others,specificity_margin
GAP21Q19_b_W82,socioeco,steered,10.0,Steered N=10,low,"Less than $30,000",0.8328086937321332,0.9573967160301102,-0.12458802229797705
GAP21Q19_b_W82,socioeco,steered,12.0,Steered N=12,low,"Less than $30,000",0.8338276379035193,0.9584156602014965,-0.12458802229797716
GAP21Q19_b_W82,socioeco,steered,14.0,Steered N=14,low,"Less than $30,000",0.831945587809417,0.956533610107394,-0.12458802229797705
GAP21Q19_b_W82,socioeco,steered,16.0,Steered N=16,low,"Less than $30,000",0.823428743319885,0.9480167656178622,-0.12458802229797716
GAP21Q19_b_W82,socioeco,steered,18.0,Steered N=18,low,"Less than $30,000",0.8312886376274765,0.9558766599254536,-0.12458802229797705
GAP21Q19_b_W82,socioeco,steered,20.0,Steered N=20,low,"Less than $30,000",0.8291431757151134,0.9537311980130906,-0.12458802229797716
GAP21Q19_b_W82,socioeco,declared,,Declared,high,"$100,000 or more",0.5993261202632941,0.6185652539898768,-0.019239133726582702
GAP21Q19_b_W82,socioeco,steered,0.0,Neutral (N=0),high,"$100,000 or more",0.60806945,0.6273085837265827,-0.019239133726582702
GAP21Q19_b_W82,socioeco,steered,2.0,Steered N=2,high,"$100,000 or more",1.0460036638323587,0.9214156415343816,0.12458802229797705
GAP21Q19_b_W82,socioeco,steered,4.0,Steered N=4,high,"$100,000 or more",0.9115855532840053,0.7869975309860282,0.12458802229797705
GAP21Q19_b_W82,socioeco,steered,6.0,Steered N=6,high,"$100,000 or more",0.8647344499999999,0.7401464277020229,0.12458802229797705
GAP21Q19_b_W82,socioeco,steered,8.0,Steered N=8,high,"$100,000 or more",0.8482451750614056,0.7236571527634285,0.12458802229797716
GAP21Q19_b_W82,socioeco,steered,10.0,Steered N=10,high,"$100,000 or more",0.834889111949662,0.7103010896516848,0.12458802229797716
GAP21Q19_b_W82,socioeco,steered,12.0,Steered N=12,high,"$100,000 or more",0.8312543947686868,0.7066663724707097,0.12458802229797705
GAP21Q19_b_W82,socioeco,steered,14.0,Steered N=14,high,"$100,000 or more",0.8287356894869993,0.7041476671890221,0.12458802229797716
GAP21Q19_b_W82,socioeco,steered,16.0,Steered N=16,high,"$100,000 or more",0.8272929394581443,0.7027049171601671,0.12458802229797716
GAP21Q19_b_W82,socioeco,steered,18.0,Steered N=18,high,"$100,000 or more",0.8239194365233147,0.6993314142253376,0.12458802229797705
GAP21Q19_b_W82,socioeco,steered,20.0,Steered N=20,high,"$100,000 or more",0.8214657773043966,0.6968777550064196,0.12458802229797705
GAP21Q19_c_W82,gender,declared,,Declared,male,Male,0.6836657000079783,0.6207993400079783,0.06286636000000001
GAP21Q19_c_W82,gender,steered,0.0,Neutral (N=0),male,Male,0.6831685600348301,0.62030220003483,0.06286636000000001
GAP21Q19_c_W82,gender,steered,2.0,Steered N=2,male,Male,1.1121495822090894,1.0579689222090896,0.05418065999999988
GAP21Q19_c_W82,gender,steered,4.0,Steered N=4,male,Male,0.99241008,0.93822942,0.05418065999999999
GAP21Q19_c_W82,gender,steered,6.0,Steered N=6,male,Male,0.95981726,0.9056366,0.05418065999999999
GAP21Q19_c_W82,gender,steered,8.0,Steered N=8,male,Male,0.9436845054704864,0.8895038454704864,0.05418065999999999
GAP21Q19_c_W82,gender,steered,10.0,Steered N=10,male,Male,0.944682833622395,0.890502173622395,0.05418065999999999
GAP21Q19_c_W82,gender,steered,12.0,Steered N=12,male,Male,0.9419547444522683,0.8877740844522684,0.05418065999999999
GAP21Q19_c_W82,gender,steered,14.0,Steered N=14,male,Male,0.9406899990130295,0.8865093390130295,0.05418065999999999
GAP21Q19_c_W82,gender,steered,16.0,Steered N=16,male,Male,0.9383113863138903,0.8841307263138903,0.05418065999999999
GAP21Q19_c_W82,gender,steered,18.0,Steered N=18,male,Male,0.93844617,0.88426551,0.05418065999999999
GAP21Q19_c_W82,gender,steered,20.0,Steered N=20,male,Male,0.9374772515277454,0.8832965915277454,0.05418065999999999
GAP21Q19_c_W82,gender,declared,,Declared,female,Female,0.619989119949516,0.682855479949516,-0.06286636000000001
GAP21Q19_c_W82,gender,steered,0.0,Neutral (N=0),female,Female,0.62030220003483,0.6831685600348301,-0.06286636000000001
