attribute,group_a,group_b,channel,magnitude,regime,quartile,n_questions,n_predictions,mean_human_gap,strict_accuracy,strict_accuracy_ci95_low,strict_accuracy_ci95_high,tie_aware_accuracy,fractional_accuracy,chance_accuracy,lift_over_chance,lift_ci95_low,lift_ci95_high,bootstrap_p_lift_le_zero
gender,Male,Female,steered,18.0,Steered N=18,Q2,121,242,0.07189303539381058,0.49173553719008267,0.4462809917355372,0.5330578512396694,0.49173553719008267,0.49173553719008267,0.5,-0.008264462809917328,-0.0537190082644628,0.03305785123966942,0.6601699150424788
gender,Male,Female,steered,18.0,Steered N=18,Q3,121,242,0.1451051137081419,0.47520661157024796,0.4297520661157025,0.5206611570247934,0.47520661157024796,0.47520661157024796,0.5,-0.02479338842975204,-0.07024793388429751,0.02066115702479343,0.8935532233883059
gender,Male,Female,steered,18.0,Steered N=18,Q4,121,242,0.3508720974263384,0.49173553719008267,0.4462809917355372,0.5371900826446281,0.49173553719008267,0.49173553719008267,0.5,-0.008264462809917328,-0.0537190082644628,0.037190082644628086,0.6901549225387307
gender,Male,Female,steered,20.0,Steered N=20,All,484,968,0.14910505453674847,0.493801652892562,0.47107438016528924,0.515495867768595,0.493801652892562,0.493801652892562,0.5,-0.006198347107437996,-0.02892561983471076,0.015495867768595017,0.7306346826586707
gender,Male,Female,steered,20.0,Steered N=20,Q1,121,242,0.028549971618702995,0.5165289256198347,0.47107438016528924,0.5619834710743802,0.5165289256198347,0.5165289256198347,0.5,0.016528925619834656,-0.02892561983471076,0.06198347107438018,0.26186906546726635
gender,Male,Female,steered,20.0,Steered N=20,Q2,121,242,0.07189303539381058,0.49173553719008267,0.45041322314049587,0.5330578512396694,0.49173553719008267,0.49173553719008267,0.5,-0.008264462809917328,-0.049586776859504134,0.03305785123966942,0.6866566716641679
gender,Male,Female,steered,20.0,Steered N=20,Q3,121,242,0.1451051137081419,0.47520661157024796,0.4297520661157025,0.5165289256198347,0.47520661157024796,0.47520661157024796,0.5,-0.02479338842975204,-0.07024793388429751,0.016528925619834656,0.887056471764118
gender,Male,Female,steered,20.0,Steered N=20,Q4,121,242,0.3508720974263384,0.49173553719008267,0.45041322314049587,0.5371900826446281,0.49173553719008267,0.49173553719008267,0.5,-0.008264462809917328,-0.049586776859504134,0.037190082644628086,0.6751624187906047
age,30-49,65+,declared,,Declared,All,482,964,0.19746946466702953,0.5031120331950207,0.4896265560165975,0.5176348547717843,0.5031120331950207,0.5031120331950207,0.5,0.003112033195020736,-0.010373443983402508,0.01763485477178428,0.3733133433283358
age,30-49,65+,declared,,Declared,Q1,120,240,0.0453729179841157,0.48333333333333334,0.4625,0.5,0.48333333333333334,0.48333333333333334,0.5,-0.016666666666666663,-0.03749999999999998,0.0,0.9795102448775612
