qkey,attribute,configuration,declared_class,steer_class,magnitude,dist_to_real_declared,dist_to_real_steered,follows
GROWUPGUN4_W26,age,declare_older_adult__steer_adult,older_adult,adult,9.0,0.9354503104626153,0.9966953904626153,declared
GROWUPGUN4_W26,age,declare_older_adult__steer_adult,older_adult,adult,13.0,0.9247990071511818,0.9860440871511819,declared
GROWUPGUN4_W26,education,declare_some schooling__steer_college and more,some schooling,college and more,1.0,1.3057337733921466,1.1558421733921465,steered
GROWUPGUN4_W26,education,declare_some schooling__steer_college and more,some schooling,college and more,3.0,1.6726010639451991,1.5227094639451992,steered
GROWUPGUN4_W26,education,declare_some schooling__steer_college and more,some schooling,college and more,5.0,1.720841855269955,1.5709502552699548,steered
GROWUPGUN4_W26,education,declare_some schooling__steer_college and more,some schooling,college and more,7.0,1.5324908078574855,1.3825992078574854,steered
GROWUPGUN4_W26,education,declare_some schooling__steer_college and more,some schooling,college and more,9.0,1.1947160312250027,1.0448244312250026,steered
GROWUPGUN4_W26,education,declare_some schooling__steer_college and more,some schooling,college and more,13.0,0.6171817285104378,0.4672901285104378,steered
GROWUPGUN4_W26,education,declare_college and more__steer_some schooling,college and more,some schooling,1.0,0.9478282790688889,0.7979366790688888,steered
GROWUPGUN4_W26,education,declare_college and more__steer_some schooling,college and more,some schooling,3.0,0.9470297768256217,0.7971381768256216,steered
GROWUPGUN4_W26,education,declare_college and more__steer_some schooling,college and more,some schooling,5.0,0.86905282,0.7191612199999999,steered
GROWUPGUN4_W26,education,declare_college and more__steer_some schooling,college and more,some schooling,7.0,0.682188599694476,0.5322969996944759,steered
GROWUPGUN4_W26,education,declare_college and more__steer_some schooling,college and more,some schooling,9.0,0.5285386894938942,0.4435681494938941,steered
GROWUPGUN4_W26,education,declare_college and more__steer_some schooling,college and more,some schooling,13.0,0.5424334399999999,0.45746289999999995,steered
GROWUPGUN4_W26,socioeco,declare_low__steer_high,low,high,1.0,0.6103734668150526,0.6067230868150525,steered
GROWUPGUN4_W26,socioeco,declare_low__steer_high,low,high,3.0,0.7634438126412664,0.7597934326412664,steered
GROWUPGUN4_W26,socioeco,declare_low__steer_high,low,high,5.0,1.0191633245217138,1.0062236645217137,steered
GROWUPGUN4_W26,socioeco,declare_low__steer_high,low,high,7.0,0.8622285099378899,0.8492888499378898,steered
