qkey,attribute,class_idx,class_label,magnitude,wasserstein,total_variation
FAMSURV40_W50,age,3,older_adult,9.0,1.0637198979813474,0.8846162551743465
FAMSURV40_W50,age,3,older_adult,13.0,0.9495356554397878,0.9379706226718771
FAMSURV40_W50,education,0,some schooling,1.0,0.03911692154969788,0.014192184237634582
FAMSURV40_W50,education,0,some schooling,3.0,0.07986753079867533,0.030413990304139923
FAMSURV40_W50,education,0,some schooling,5.0,0.07764457862739267,0.0294884232111991
FAMSURV40_W50,education,0,some schooling,7.0,0.16952818169528178,0.06077789060777893
FAMSURV40_W50,education,0,some schooling,9.0,0.43051230888776143,0.14970871990792445
FAMSURV40_W50,education,0,some schooling,13.0,1.32890151790036,0.46612607864581634
FAMSURV40_W50,education,1,high school,1.0,0.005555547195479696,0.0033473526084622273
FAMSURV40_W50,education,1,high school,3.0,0.03985143696420905,0.013760655965804962
FAMSURV40_W50,education,1,high school,5.0,0.14813615819376913,0.056558765594354216
FAMSURV40_W50,education,1,high school,7.0,0.3938042466023054,0.15872713479379516
FAMSURV40_W50,education,1,high school,9.0,0.9187115430212037,0.37573984714968345
FAMSURV40_W50,education,1,high school,13.0,1.7801264895922575,0.7261226975689885
FAMSURV40_W50,education,2,college and more,1.0,0.03497856929429065,0.013616832665320657
FAMSURV40_W50,education,2,college and more,3.0,0.07015394411853071,0.03858260090142904
FAMSURV40_W50,education,2,college and more,5.0,0.13152018947660593,0.0984254453993803
FAMSURV40_W50,education,2,college and more,7.0,0.3304414712157233,0.21191992540302046
FAMSURV40_W50,education,2,college and more,9.0,0.5058531077074906,0.32541309313315714
FAMSURV40_W50,education,2,college and more,13.0,0.7650685392748509,0.5508890998804731
FAMSURV40_W50,socioeco,0,low,1.0,0.005563265744140171,0.0033721021665461814
FAMSURV40_W50,socioeco,0,low,3.0,0.013805559093937048,0.01164691082445743
FAMSURV40_W50,socioeco,0,low,5.0,0.020522917396569862,0.018554023236212587
FAMSURV40_W50,socioeco,0,low,7.0,0.029557368254128087,0.01869438957400209
FAMSURV40_W50,socioeco,0,low,9.0,0.07227023866537473,0.029910737133403892
FAMSURV40_W50,socioeco,0,low,13.0,0.2927315729273158,0.10432089104320888
FAMSURV40_W50,socioeco,1,mid,1.0,0.04737478867447969,0.016353342958086745
FAMSURV40_W50,socioeco,1,mid,3.0,0.05269963103531799,0.024174852769309946
FAMSURV40_W50,socioeco,1,mid,5.0,0.10024458409206602,0.08117211708672849
FAMSURV40_W50,socioeco,1,mid,7.0,0.4912305184179886,0.33455687139114754
FAMSURV40_W50,socioeco,1,mid,9.0,0.9125544091255442,0.6005247660052477
FAMSURV40_W50,socioeco,1,mid,13.0,1.2537562825375628,0.7411107174111071
FAMSURV40_W50,socioeco,2,high,1.0,0.08008522495251962,0.028531724510089493
FAMSURV40_W50,socioeco,2,high,3.0,0.5642107857115304,0.22155842064436457
FAMSURV40_W50,socioeco,2,high,5.0,0.9466007277071131,0.47806473565983476
FAMSURV40_W50,socioeco,2,high,7.0,0.8760073599612939,0.5668681583604862
FAMSURV40_W50,socioeco,2,high,9.0,0.7806880967491334,0.6275974771355612
FAMSURV40_W50,socioeco,2,high,13.0,0.9066011286483322,0.7451518225936087
FAMSURV43_W50,gender,0,male,1.0,0.514213657875154,0.20230780778660065
FAMSURV43_W50,gender,0,male,3.0,0.7193475476980828,0.2737797892295363
FAMSURV43_W50,gender,0,male,5.0,0.6601675885862184,0.23833818430703374
FAMSURV43_W50,gender,0,male,7.0,0.6662448273839385,0.22708525562910303
FAMSURV43_W50,gender,0,male,9.0,0.4536786807706171,0.20349374965099526
FAMSURV43_W50,gender,0,male,13.0,0.44390764444542463,0.28521747112454987
