qkey,attribute,channel,magnitude,regime,model_class,own_human_group,distance_own,mean_distance_others,specificity_margin
ECON1_W54,gender,steered,6.0,Steered N=6,female,Female,0.6541861797677323,0.8070571697677325,-0.15287099000000015
ECON1_W54,gender,steered,8.0,Steered N=8,female,Female,0.6541861402322681,0.8070571302322681,-0.15287099000000004
ECON1_W54,gender,steered,10.0,Steered N=10,female,Female,0.6294850666450489,0.7823560566450489,-0.15287099000000004
ECON1_W54,gender,steered,12.0,Steered N=12,female,Female,0.6007754853646218,0.7536464753646218,-0.15287099000000004
ECON1_W54,gender,steered,14.0,Steered N=14,female,Female,0.5279628574725039,0.6808338474725041,-0.15287099000000015
ECON1_W54,gender,steered,16.0,Steered N=16,female,Female,0.3544491196889146,0.5073201096889147,-0.1528709900000001
ECON1_W54,gender,steered,18.0,Steered N=18,female,Female,0.2272943566647393,0.26621407307790435,-0.03891971641316505
ECON1_W54,gender,steered,20.0,Steered N=20,female,Female,0.43982194768018906,0.34019703768018916,0.0996249099999999
ECON1_W54,age,declared,,Declared,adult,30-49,0.20864120447940204,0.35185296447940195,-0.1432117599999999
ECON1_W54,age,steered,0.0,Neutral (N=0),adult,30-49,0.33520323714749506,0.47841499714749497,-0.1432117599999999
ECON1_W54,age,steered,2.0,Steered N=2,adult,30-49,0.2102667352905792,0.35347849529057906,-0.14321175999999985
ECON1_W54,age,steered,4.0,Steered N=4,adult,30-49,0.2647022745137605,0.4079140345137604,-0.1432117599999999
ECON1_W54,age,steered,6.0,Steered N=6,adult,30-49,0.16001039219660362,0.324501237498641,-0.1644908453020374
ECON1_W54,age,steered,8.0,Steered N=8,adult,30-49,0.09506645443967773,0.33056065443967786,-0.23549420000000013
ECON1_W54,age,steered,10.0,Steered N=10,adult,30-49,0.17169741433990188,0.2933691703768151,-0.12167175603691321
ECON1_W54,age,steered,12.0,Steered N=12,adult,30-49,0.24138827171074453,0.22821470674953181,0.01317356496121272
ECON1_W54,age,steered,14.0,Steered N=14,adult,30-49,0.2829595365121314,0.2208823176768321,0.06207721883529929
ECON1_W54,age,steered,16.0,Steered N=16,adult,30-49,0.38770968732110206,0.2939240273211019,0.09378566000000016
ECON1_W54,age,steered,18.0,Steered N=18,adult,30-49,0.41689548999999976,0.3231098299999996,0.09378566000000016
ECON1_W54,age,steered,20.0,Steered N=20,adult,30-49,0.3339944159550401,0.24020875595504,0.0937856600000001
ECON1_W54,age,declared,,Declared,older_adult,65+,0.8585638199854746,0.7153520599854747,0.1432117599999999
ECON1_W54,age,steered,0.0,Neutral (N=0),older_adult,65+,0.47841499714749497,0.33520323714749506,0.1432117599999999
ECON1_W54,age,steered,2.0,Steered N=2,older_adult,65+,0.67521074895524,0.5319989889552401,0.1432117599999999
ECON1_W54,age,steered,4.0,Steered N=4,older_adult,65+,0.7627114638631446,0.6194997038631447,0.1432117599999999
ECON1_W54,age,steered,6.0,Steered N=6,older_adult,65+,0.8111336209631291,0.6679218609631292,0.1432117599999999
ECON1_W54,age,steered,8.0,Steered N=8,older_adult,65+,0.8293057902998429,0.686094030299843,0.1432117599999999
ECON1_W54,age,steered,10.0,Steered N=10,older_adult,65+,0.835621830473365,0.6924100704733651,0.1432117599999999
ECON1_W54,age,steered,12.0,Steered N=12,older_adult,65+,0.8407235309283274,0.6975117709283275,0.1432117599999999
ECON1_W54,age,steered,14.0,Steered N=14,older_adult,65+,0.8353971590442831,0.6921853990442832,0.1432117599999999
ECON1_W54,age,steered,16.0,Steered N=16,older_adult,65+,0.8281639681324333,0.6849522081324334,0.1432117599999999
ECON1_W54,age,steered,18.0,Steered N=18,older_adult,65+,0.8207548415414094,0.6775430815414095,0.1432117599999999
ECON1_W54,age,steered,20.0,Steered N=20,older_adult,65+,0.7931631633063458,0.6499514033063459,0.1432117599999999
ECON1_W54,education,declared,,Declared,some schooling,Less than high school,0.6790255667087144,0.7627674600421305,-0.08374189333341608
ECON1_W54,education,steered,0.0,Neutral (N=0),some schooling,Less than high school,0.30222754397852125,0.38596943731193734,-0.08374189333341608
ECON1_W54,education,steered,2.0,Steered N=2,some schooling,Less than high school,0.45724464360676564,0.5409865369401817,-0.08374189333341608
ECON1_W54,education,steered,4.0,Steered N=4,some schooling,Less than high school,0.5598471517612452,0.6435890450946613,-0.08374189333341608
ECON1_W54,education,steered,6.0,Steered N=6,some schooling,Less than high school,0.5572378943137316,0.6409797876471477,-0.08374189333341608
ECON1_W54,education,steered,8.0,Steered N=8,some schooling,Less than high school,0.5480855141306841,0.6318274074641003,-0.0837418933334162
ECON1_W54,education,steered,10.0,Steered N=10,some schooling,Less than high school,0.5183071285912513,0.6020490219246674,-0.08374189333341608
ECON1_W54,education,steered,12.0,Steered N=12,some schooling,Less than high school,0.4014243009149425,0.5157138500107658,-0.11428954909582323
ECON1_W54,education,steered,14.0,Steered N=14,some schooling,Less than high school,0.18134537191888891,0.3580324545104336,-0.17668708259154467
ECON1_W54,education,steered,16.0,Steered N=16,some schooling,Less than high school,0.2166155673959262,0.18177525619663112,0.034840311199295065
ECON1_W54,education,steered,18.0,Steered N=18,some schooling,Less than high school,0.1375832655009834,0.18475606954075374,-0.04717280403977034
ECON1_W54,education,steered,20.0,Steered N=20,some schooling,Less than high school,0.17268288605326346,0.3245899023854696,-0.15190701633220613
ECON1_W54,education,declared,,Declared,high school,High school graduate,0.7500559924994402,0.7328514023353998,0.017204590164040412
ECON1_W54,education,steered,0.0,Neutral (N=0),high school,High school graduate,0.3695251996434922,0.3523206094794519,0.0172045901640403
ECON1_W54,education,steered,2.0,Steered N=2,high school,High school graduate,0.17888332964150577,0.24010748825440303,-0.06122415861289726
ECON1_W54,education,steered,4.0,Steered N=4,high school,High school graduate,0.11924346866361142,0.21627004716269088,-0.09702657849907946
ECON1_W54,education,steered,6.0,Steered N=6,high school,High school graduate,0.6739112967697092,0.6266231829204318,0.047288113849277336
ECON1_W54,education,steered,8.0,Steered N=8,high school,High school graduate,1.1943108428751323,1.147022729025855,0.047288113849277336
ECON1_W54,education,steered,10.0,Steered N=10,high school,High school graduate,1.2416755643733368,1.1943874505240597,0.047288113849277114
ECON1_W54,education,steered,12.0,Steered N=12,high school,High school graduate,1.1726454001028506,1.125357286253573,0.04728811384927756
ECON1_W54,education,steered,14.0,Steered N=14,high school,High school graduate,0.9013286165985885,0.8540405027493112,0.047288113849277336
ECON1_W54,education,steered,16.0,Steered N=16,high school,High school graduate,0.6086086152853356,0.5613205014360582,0.04728811384927745
ECON1_W54,education,steered,18.0,Steered N=18,high school,High school graduate,0.5434723500803212,0.5317987825066509,0.01167356757367033
ECON1_W54,education,steered,20.0,Steered N=20,high school,High school graduate,0.6809940159663104,0.6637894258022701,0.0172045901640403
ECON1_W54,education,declared,,Declared,college and more,College graduate/some postgrad,0.5288877352888772,0.676203825533615,-0.1473160902447378
ECON1_W54,education,steered,0.0,Neutral (N=0),college and more,College graduate/some postgrad,0.4024136749803825,0.3358763718110067,0.06653730316937578
ECON1_W54,education,steered,2.0,Steered N=2,college and more,College graduate/some postgrad,0.3438114990433424,0.2772741958739666,0.06653730316937578
ECON1_W54,education,steered,4.0,Steered N=4,college and more,College graduate/some postgrad,0.40372123162856277,0.337183928459187,0.06653730316937578
ECON1_W54,education,steered,6.0,Steered N=6,college and more,College graduate/some postgrad,0.45937285487625146,0.3928355517068757,0.06653730316937578
ECON1_W54,education,steered,8.0,Steered N=8,college and more,College graduate/some postgrad,0.4584983348412706,0.3919610316718948,0.06653730316937584
ECON1_W54,education,steered,10.0,Steered N=10,college and more,College graduate/some postgrad,0.3978045116877299,0.3312672085183541,0.06653730316937578
ECON1_W54,education,steered,12.0,Steered N=12,college and more,College graduate/some postgrad,0.33190150977739763,0.26536420660802185,0.06653730316937578
ECON1_W54,education,steered,14.0,Steered N=14,college and more,College graduate/some postgrad,0.2610273817198187,0.20052940772260913,0.060497973997209575
ECON1_W54,education,steered,16.0,Steered N=16,college and more,College graduate/some postgrad,0.19382979195592556,0.18614533818042803,0.007684453775497535
ECON1_W54,education,steered,18.0,Steered N=18,college and more,College graduate/some postgrad,0.17009037215806483,0.20368368035908938,-0.033593308201024547
ECON1_W54,education,steered,20.0,Steered N=20,college and more,College graduate/some postgrad,0.12459741124597426,0.24844148125599155,-0.1238440700100173
ECON1_W54,socioeco,declared,,Declared,low,"Less than $30,000",1.2801896098661396,1.8421410783544807,-0.5619514684883411
ECON1_W54,socioeco,steered,0.0,Neutral (N=0),low,"Less than $30,000",0.2396588971474951,0.5314462862707088,-0.29178738912321367
ECON1_W54,socioeco,steered,2.0,Steered N=2,low,"Less than $30,000",0.23965876761750432,0.5314461567407179,-0.2917873891232136
ECON1_W54,socioeco,steered,4.0,Steered N=4,low,"Less than $30,000",0.34699718179389616,0.6387845709171097,-0.29178738912321356
ECON1_W54,socioeco,steered,6.0,Steered N=6,low,"Less than $30,000",0.39263999772106006,0.6844273868442737,-0.29178738912321367
ECON1_W54,socioeco,steered,8.0,Steered N=8,low,"Less than $30,000",0.4323631118817088,0.7241505010049224,-0.2917873891232136
ECON1_W54,socioeco,steered,10.0,Steered N=10,low,"Less than $30,000",0.4662496115428439,0.7580370006660576,-0.2917873891232137
ECON1_W54,socioeco,steered,12.0,Steered N=12,low,"Less than $30,000",0.43074270518330215,0.7225300943065157,-0.29178738912321356
